iter	Passed	Remaining
1348	8600	23277
1349	8605	23266
1350	8611	23260
1351	8616	23249
1352	8620	23237
1353	8627	23232
1354	8632	23221
1355	8636	23209
1356	8642	23202
1357	8647	23191
1358	8652	23181
1359	8658	23173
1360	8662	23161
1361	8666	23149
1362	8672	23141
1363	8678	23134
1364	8684	23127
1365	8690	23120
1366	8695	23108
1367	8699	23098
1368	8706	23091
1369	8711	23082
1370	8716	23071
1371	8722	23064
1372	8726	23053
1373	8732	23045
1374	8737	23035
1375	8743	23027
1376	8749	23020
1377	8756	23014
1378	8762	23007
1379	8768	23002
1380	8775	22997
1381	8781	22988
1382	8789	22986
1383	8793	22974
1384	8798	22963
1385	8804	22957
1386	8809	22948
1387	8813	22936
1388	8820	22929
1389	8824	22919
1390	8829	22908
1391	8835	22901
1392	8840	22890
1393	8844	22879
1394	8851	22874
1395	8855	22861
1396	8860	22851
1397	8866	22846
1398	8871	22834
1399	8875	22823
1400	8882	22816
1401	8888	22809
1402	8893	22800
1403	8898	22791
1404	8903	22780
1405	8907	22770
1406	8912	22760
1407	8917	22749
1408	8921	22737
1409	8925	22726
1410	8932	22720
1411	8936	22709
1412	8942	22701
1413	8951	22700
1414	8956	22692
1415	8965	22691
1416	8974	22693
1417	8982	22689
1418	8988	22682
1419	8995	22679
1420	9001	22671
1421	9006	22660
1422	9013	22657
1423	9018	22646
1424	9023	22637
1425	9030	22632
1426	9034	22621
1427	9039	22611
1428	9046	22606
1429	9050	22595
1430	9055	22584
1431	9062	22579
1432	9066	22567
1433	9070	22556
1434	9077	22552
1435	9082	22542
1436	9088	22534
1437	9094	22526
1438	9098	22515
1439	9102	22503
1440	9108	22495
1441	9112	22484
1442	9116	22473
1443	9121	22462
1444	9128	22458
1445	9133	22447
1446	9137	22437
1447	9144	22432
1448	9149	22423
1449	9155	22416
1450	9161	22408
1451	9169	22406
1452	9177	22402
1453	9182	22393
1454	9189	22388
1455	9194	22380
1456	9200	22373
1457	9207	22367
1458	9212	22359
1459	9217	22348
1460	9223	22342
1461	9228	22332
1462	9232	22321
1463	9239	22315
1464	9243	22304
1465	9248	22294
1466	9254	22288
1467	9259	22277
1468	9264	22267
1469	9270	22261
1470	9274	22250
1471	9278	22239
1472	9285	22232
1473	9291	22225
1474	9297	22218
1475	9302	22211
1476	9307	22199
1477	9311	22188
1478	9317	22181
1479	9322	22171
1480	9327	22161
1481	9332	22152
1482	9338	22146
1483	9343	22137
1484	9349	22129
1485	9357	22128
1486	9367	22131
1487	9395	22174
1488	9402	22169
1489	9407	22160
1490	9412	22152
1491	9418	22145
1492	9423	22136
1493	9429	22127
1494	9434	22119
1495	9439	22109
1496	9445	22102
1497	9450	22093
1498	9455	22083
