iter	Passed	Remaining
604	3769	27386
605	3776	27383
606	3781	27364
607	3785	27344
608	3790	27329
609	3795	27316
610	3800	27299
611	3805	27283
612	3810	27269
613	3814	27248
614	3819	27231
615	3825	27222
616	3829	27204
617	3833	27182
618	3839	27171
619	3843	27152
620	3847	27132
621	3851	27110
622	3855	27090
623	3860	27071
624	3864	27052
625	3869	27039
626	3876	27034
627	3883	27033
628	3983	27681
629	4050	28093
630	4057	28094
631	4065	28095
632	4075	28116
633	4094	28197
634	4107	28233
635	4122	28283
636	4129	28285
637	4136	28279
638	4141	28265
639	4147	28252
640	4151	28232
641	4156	28214
642	4161	28200
643	4167	28186
644	4172	28173
645	4177	28153
646	4182	28138
647	4187	28123
648	4192	28109
649	4198	28099
650	4203	28084
651	4209	28071
652	4215	28064
653	4220	28048
654	4225	28030
655	4230	28013
656	4235	27996
657	4240	27979
658	4244	27961
659	4248	27939
660	4253	27923
661	4258	27907
662	4263	27888
663	4267	27867
664	4272	27851
665	4277	27835
666	4283	27825
667	4289	27814
668	4294	27799
669	4298	27779
670	4302	27757
671	4306	27735
672	4311	27718
673	4315	27697
674	4319	27679
675	4324	27661
676	4329	27643
677	4333	27625
678	4338	27610
679	4343	27592
680	4348	27575
681	4352	27559
682	4357	27542
683	4361	27521
684	4366	27506
685	4370	27487
686	4376	27473
687	4381	27458
688	4386	27444
689	4391	27428
690	4396	27413
691	4401	27400
692	4406	27387
693	4411	27371
694	4416	27356
695	4421	27340
696	4426	27326
697	4430	27306
698	4435	27291
699	4440	27275
700	4445	27264
701	4450	27249
702	4456	27241
703	4462	27228
704	4466	27211
705	4471	27194
706	4475	27176
707	4480	27163
708	4485	27147
709	4491	27136
710	4496	27124
711	4501	27109
712	4507	27098
713	4513	27094
714	4519	27083
715	4526	27080
716	4536	27095
717	4544	27103
718	4552	27106
719	4560	27109
720	4568	27113
721	4574	27105
722	4581	27101
723	4590	27110
724	4596	27105
725	4603	27098
726	4609	27092
727	4617	27096
728	4625	27101
729	4635	27117
730	4642	27111
731	4647	27099
732	4652	27080
733	4656	27065
734	4661	27050
735	4665	27031
736	4670	27012
737	4674	26995
738	4678	26977
739	4683	26962
740	4688	26947
741	4693	26932
742	4697	26915
743	4702	26898
744	4707	26884
745	4711	26867
746	4716	26850
747	4720	26831
748	4724	26815
749	4729	26798
750	4733	26783
751	4738	26765
752	4742	26747
753	4747	26734
754	4751	26715
755	4756	26701
756	4760	26685
757	4765	26666
758	4770	26654
759	4774	26638
760	4780	26626
761	4784	26610
762	4788	26593
763	4794	26581
764	4799	26571
765	4804	26556
766	4809	26544
767	4815	26537
768	4821	26528
769	4826	26514
770	4831	26502
771	4836	26485
772	4841	26476
773	4848	26471
774	4853	26458
775	4858	26447
776	4862	26430
777	4867	26412
778	4871	26396
779	4876	26385
780	4881	26371
781	4885	26353
782	4891	26344
783	4895	26327
784	4901	26315
785	4905	26299
786	4910	26287
787	4915	26273
788	4921	26264
789	4926	26256
790	4931	26243
791	4936	26227
792	4941	26217
793	4946	26205
794	4952	26192
795	4957	26182
796	4962	26169
797	4966	26153
798	4971	26138
799	4976	26124
800	4980	26110
801	4985	26098
802	4990	26082
803	4994	26067
804	4999	26055
805	5004	26038
806	5009	26026
807	5014	26015
808	5018	26000
809	5024	25989
810	5035	26007
811	5107	26342
812	5113	26332
813	5120	26330
814	5125	26318
815	5131	26310
816	5138	26309
817	5144	26299
818	5149	26288
819	5154	26277
820	5160	26267
821	5165	26257
822	5171	26246
823	5176	26234
824	5184	26238
825	5203	26294
826	5211	26298
827	5218	26295
828	5223	26280
829	5228	26266
830	5235	26266
831	5241	26257
832	5247	26248
833	5251	26232
834	5256	26220
835	5261	26208
836	5266	26195
837	5271	26181
838	5276	26166
839	5280	26151
840	5285	26140
841	5290	26128
842	5296	26117
843	5300	26100
844	5305	26086
845	5309	26071
846	5314	26057
847	5319	26044
848	5324	26033
849	5330	26026
850	5335	26013
851	5340	26002
852	5345	25990
853	5350	25977
854	5355	25961
855	5359	25946
856	5364	25933
857	5369	25920
858	5373	25905
859	5378	25892
860	5383	25881
861	5388	25865
862	5393	25853
863	5397	25838
864	5402	25827
865	5408	25817
866	5413	25807
867	5419	25797
868	5424	25785
869	5430	25777
870	5435	25765
871	5440	25756
872	5446	25749
873	5453	25745
874	5460	25740
875	5464	25726
876	5469	25714
877	5475	25705
878	5480	25694
879	5485	25683
880	5490	25670
881	5495	25658
882	5500	25644
883	5504	25629
884	5509	25619
885	5514	25604
886	5519	25591
887	5524	25581
888	5529	25569
889	5534	25557
890	5539	25548
891	5546	25541
892	5550	25529
893	5556	25519
894	5561	25509
895	5566	25497
896	5572	25489
897	5578	25482
898	5583	25471
899	5588	25460
900	5594	25449
901	5599	25440
902	5605	25432
903	5611	25424
904	5616	25412
905	5620	25399
906	5626	25388
907	5631	25379
908	5636	25366
909	5641	25354
910	5648	25352
911	5671	25421
912	5688	25466
913	5697	25472
914	5706	25475
915	5715	25480
916	5722	25481
917	5730	25482
918	5737	25478
919	5747	25488
920	5754	25487
921	5759	25475
922	5765	25466
923	5770	25453
924	5775	25441
925	5780	25432
926	5786	25423
927	5791	25411
928	5795	25398
929	5801	25387
930	5805	25375
931	5811	25364
932	5816	25355
933	5822	25348
934	5828	25338
935	5833	25327
936	5839	25321
937	5850	25335
938	5867	25376
939	5874	25370
940	5881	25368
941	5887	25363
942	5893	25353
943	5900	25350
944	5907	25348
945	5914	25347
946	5921	25343
947	5929	25342
948	5935	25335
949	5942	25332
950	5949	25331
951	5956	25327
952	5968	25345
953	5976	25347
954	5983	25342
955	5990	25342
956	5998	25343
957	6003	25331
958	6010	25327
959	6016	25319
960	6021	25308
961	6028	25303
962	6034	25295
963	6040	25290
964	6046	25283
965	6052	25276
966	6061	25279
967	6067	25272
968	6073	25266
969	6080	25262
970	6087	25257
971	6203	25706
972	6279	25988
973	6288	25994
974	6296	25992
975	6308	26011
976	6315	26005
977	6321	25998
978	6328	25991
979	6334	25984
980	6340	25975
981	6347	25970
982	6355	25971
983	6362	25967
984	6370	25967
985	6379	25971
986	6387	25971
987	6392	25958
988	6397	25946
989	6402	25933
990	6407	25921
991	6413	25912
992	6419	25904
993	6425	25894
994	6430	25881
995	6436	25873
996	6442	25865
997	6448	25857
998	6454	25848
