failCount_month,lifeTime_month,activeLife_month
22,192543059,124243200
8,194179823,102831485
22,193999274,190459738
6,193571028,150681600
10,193578840,192240000
6,193478409,187717266
8,164725903,163987200
10,193559469,148003200
20,193228958,187559386
0,16406,2592000
23,193311256,190339200
11,192798464,190329077
11,192792729,192931200
20,191416093,193071600
11,192802392,42336000
6,192955064,192931200
8,192627718,166665600
23,192535822,192931200
9,192618155,185764254
14,191678401,112135582
6,192356594,103161600
9,192279471,189705354
6,192353115,102297703
7,192181819,94435200
6,191662322,187228800
6,191921635,192931200
22,191069287,192931200
11,190903019,187986747
23,190716417,118800000
21,189946313,190339200
10,190555590,169603200
11,190551710,187660800
6,189934597,123292800
10,186323884,161077466
22,189844605,179884800
6,189693202,187228800
19,189079761,183168000
12,189088605,167196343
14,189586689,63244800
10,189256654,190252800
6,189173627,181526400
10,189245311,190252800
19,189261423,187574400
7,189340746,171763200
6,189162539,144460800
7,177253581,174268800
6,189068707,187747200
14,188742506,81648000
10,188569023,187401600
21,188650321,169084800
23,187960747,182649600
20,187264262,187660800
20,213537215,205545600
6,303397678,289612800
0,302188980,288214070
0,293963391,281318400
0,303031181,249500951
1,295617901,226972800
0,301740576,253595847
2,293184761,278640000
14,169557960,171763200
2,69411761,68601600
3,59132905,60652800
1,303471136,252285065
0,300969088,283910400
12,85908962,83183353
11,162022421,157507200
13,112692809,57628800
8,165226421,165628800
9,165231259,165628800
13,165238990,160531200
11,162364234,163342820
11,162025248,163036800
2,162105559,94608000
9,159598140,123465600
9,157882510,149644800
11,158322378,160531200
8,158545769,157852800
8,158547056,157420800
8,158546764,157680000
8,158545821,157852800
9,154746611,155174400
9,154411962,153204935
9,150095563,152064000
9,154755059,155347200
9,157256001,150076800
15,153820194,148959438
8,155182975,139449600
15,151824249,153173457
8,150616096,152409600
13,148882564,113011200
8,148893228,139449600
13,148797804,141868800
9,146374893,147188090
6,143619183,128822400
5,135497894,137030400
11,143273810,144806400
9,142076084,141782400
9,124862460,126316800
12,140412210,142214400
12,137472874,139363200
15,138690879,126144000
15,138593570,52185600
8,136718834,136944000
14,138679540,139536000
12,137474761,139276800
12,135240283,42076800
12,136792082,136857600
8,136461562,134352000
17,134973651,133118097
11,135945679,137116800
17,134966901,126489600
17,134965702,134006400
17,134968806,136614609
17,134969079,123518530
17,134971725,122648377
11,135246973,124156800
9,133867268,134092800
15,133854899,134092800
14,116396829,115776000
14,126768526,47088000
8,132819177,134179200
14,131012644,121046400
14,131262070,131846400
15,131009977,42508800
15,131005180,131010920
11,129610615,131414400
12,69391386,68515200
9,112247494,113184000
12,70188278,71193600
12,130213089,131673600
12,129533720,131760000
11,129541942,127833537
11,129545205,105062400
8,125889459,126403200
11,126779092,126805344
12,127535936,67996800
12,127531862,113097600
13,126492330,115603200
11,125980084,119113707
8,125714418,94780800
14,125369246,49852800
12,125374343,126403200
15,124599916,117385458
15,121845349,123811200
12,121589855,123897600
8,121143894,121046400
9,121149288,121305600
11,110707646,94521600
12,121405298,123724800
9,119947296,121219200
11,111310957,108000000
14,118715403,94348800
14,120381724,118454400
14,120382986,95903003
14,118718384,118195200
14,120294022,118454400
9,120396388,121132800
9,111913033,113270400
14,119617708,113184000
8,103198984,97545600
12,80907379,81561600
11,109238806,109505671
8,110948373,80949260
8,109676753,110592000
9,117950439,68342400
12,112258568,107478282
9,110704976,110592000
9,115976340,118368000
9,114931502,115862400
9,115292899,113270400
11,111312790,113184000
9,111906501,113097600
12,114337517,115790593
10,19565814,20995200
12,114768235,105235200
9,113656950,115862400
12,113131293,112924800
2,113300158,113270400
8,107433075,89164800
12,113470348,115776000
8,17493095,13132800
2,112269517,94867200
15,98343655,100137600
8,110698959,99792000
8,111658247,113270400
11,109240148,110592000
8,107681173,110073600
8,109668540,110419200
9,110626967,110073600
10,110623729,101648043
8,110609475,26611200
13,102644764,34473600
6,109483242,110678400
11,107688345,86745600
13,108636692,105321600
8,108624482,110505600
10,107426067,108000000
9,106826428,97027200
10,105875647,108032108
9,107670282,110073600
13,102586292,104976000
14,102655246,102902400
9,106459184,107913600
12,106216245,23414400
15,105871135,107285449
13,105009483,81993600
8,105001731,95212800
2,103797228,105494400
13,102226779,102729600
14,103796265,68428800
13,102230773,89337600
10,42271598,44668800
14,101020068,68947200
15,97755647,15811200
14,101370348,71107200
13,101631838,76464000
13,101366539,101756648
14,101383096,57888000
13,101377922,76550400
15,101023272,102643200
8,100777222,100051200
13,100760631,92188800
13,101040704,76636800
11,100437922,92215068
15,100431676,101592997
13,98966786,97200000
13,98004622,94953600
15,97751688,94780800
14,98616335,100137600
13,98612032,97834990
14,97925832,94780800
13,98013267,84067200
8,97746268,97545600
2,75439040,44496000
14,97406275,89769600
7,79694995,81544462
13,97409619,50371200
14,97135443,86918400
12,97129335,97545600
14,97140825,97545600
9,94728891,50198400
14,95936002,92188800
9,94987672,97372800
9,94723764,94780800
11,94304927,47066629
8,93771878,89337600
15,92554035,21081600
9,92907912,94867200
9,93162577,82067976
8,92566514,94953600
14,92919674,93642466
15,92570730,81734400
8,92559024,92361600
8,69658682,23760000
12,90588930,65923200
13,90747063,92275200
8,89528238,68601600
11,90583115,86539874
14,89978620,90112682
14,89972543,24024721
13,89355634,89424000
6,81498237,77907952
14,86346440,76291200
17,86340510,7948800
5,86944468,87005542
15,88326167,89368611
12,18259057,18316800
9,87125037,89337600
14,87114073,87004800
11,86963997,89424000
5,86510481,87004800
8,85919973,86918400
15,85131256,87004800
6,84692059,79142400
9,84528136,86918400
8,83493218,84240000
15,83492208,73267200
2,83472542,65836800
14,66981426,68428800
7,81156549,81648000
14,82887817,79997474
7,81165707,81309582
11,81510695,83894400
10,81505223,81614816
7,81081708,81561600
8,81146245,81561600
2,81066263,47433600
12,81076689,81648000
11,81061104,81734400
7,81156595,81648000
11,68973536,69344702
10,79592223,81561600
12,79589875,76636800
11,78052615,78883200
13,77450284,78612745
12,70023954,71193600
10,73803692,62985600
9,74859347,76291200
8,76068655,78469524
6,75465556,76479619
13,73198506,60739200
12,72602215,73872000
9,70797904,71280000
6,71998476,73685611
14,71987875,63246213
10,29135346,21168000
13,70008232,65836800
9,70003712,31536000
11,68809184,71193600
15,66719388,68601600
12,66712922,66009600
6,65949007,67349895
14,65417677,65923200
14,64813415,65923200
8,63613505,64465213
8,64650976,63244800
8,64563235,65923200
15,50139525,52444800
15,63452384,49939200
15,63440517,63331200
10,63590399,63504000
10,62245862,52704000
14,62243887,57801600
7,60409008,52704000
7,61032619,63331200
10,61026079,60739200
15,57648535,42076800
14,61021891,50112000
11,59910350,57801600
12,59912588,60652800
14,59798401,60652800
11,57478444,57888000
9,58169528,60566400
14,48923584,50112000
12,58099533,60480000
11,58002812,44668800
6,57654303,57974400
9,56169740,55209600
9,55745736,57888000
13,55584557,55209600
12,55243702,55123200
12,54979982,55382400
15,53318477,44841600
14,54038953,55382400
15,53328456,52617600
16,51961579,44755200
15,50150576,47347200
2,50127505,47347200
17,48511399,44841600
16,49543309,39571200
15,48310299,50025952
15,48565104,50112000
11,48504583,48672986
15,46502316,47433600
12,47986328,47433600
12,47990190,50112000
6,47387926,49852800
13,46511132,31536000
9,47382964,49766400
2,46518271,36806400
6,45900587,47357069
9,45480698,47433600
12,44968992,36979200
15,44957763,47433600
12,44949042,36806400
15,44271004,44755200
11,40367836,39657600
5,43498306,44952646
15,43046046,39398400
11,43053235,44755200
15,42201314,44668800
9,41769580,42163200
8,41156054,31622400
15,40902266,42010681
9,40889233,42163200
10,40714709,31622400
14,40464917,39571200
14,39786358,39571399
14,39527727,31536000
8,39523506,39657600
14,38215887,39484800
15,34835280,34300800
13,38136814,39484800
2,39440157,39370506
12,37971136,39571200
9,38826327,31449600
14,15734629,13132800
15,38811478,39571200
6,38226068,39484800
14,38222634,39484800
15,38211065,39581464
10,37609190,39571200
14,37670399,37670400
15,37105659,36892800
15,37102188,36806400
15,30099665,31622400
15,36830521,34041600
15,36834702,39312000
6,35622205,35751941
15,35891821,36892800
15,35628915,36892800
15,35875204,31536000
8,35633891,34214400
15,32093291,34214400
5,35120886,36586639
11,35116669,34300800
10,33913942,34214400
10,33879837,28857600
2,33886273,34214400
15,31229778,31622400
12,34260630,31536000
9,33464849,34214400
10,32088016,34214400
12,31205477,31536000
15,30706551,31622400
15,31213624,31622400
10,30881756,31622400
14,29821605,31622400
10,29494920,28944000
14,29503781,28944000
15,30086572,31622400
10,29922055,31622400
9,28888731,31363200
8,28898531,28944000
15,28895132,31190400
12,28639757,28944000
9,28280875,28944000
15,27075909,23846400
14,27085831,28944000
15,26204490,28684800
9,24652445,15724800
15,25766164,26265600
8,25775106,23673600
8,25257443,18316800
15,24831797,26265600
6,23628648,23414400
9,23619603,23587200
7,21983518,23932800
14,21980579,13305600
8,20857021,20995200
9,20845598,20995200
15,19116808,20995200
14,20864450,20995200
5,20414017,20995200
5,19911376,20995200
8,14955380,15638400
8,19905165,20995200
11,19556982,20995200
13,19550141,20995200
15,18872118,21000787
13,18343597,18853646
2,18690729,20995200
13,18339605,15552000
14,18265913,18403200
15,18162851,18316800
13,18252859,18316800
5,18184817,18316800
15,14007939,15638400
9,17149587,7776000
15,16884377,18316800
12,17556716,10540800
15,16797844,18316800
15,15235627,15638400
12,15243382,15724800
15,14637638,15724800
5,1150037,2592000
14,13860272,15724800
9,1752441,2592000
13,12822271,2419200
15,10493280,10540800
5,12809538,12960000
11,12481263,12960000
4,980185,2592000
9,10821616,12960000
8,9192881,10540800
6,10540799,10540800
9,11090864,13046400
14,11081082,10281600
6,10375513,7862400
13,11075115,5097600
13,11098268,12960000
13,10734228,12960000
6,9625641,10627200
6,10213457,10540800
10,9601913,10540800
6,9172026,2678400
13,10478423,10540800
10,10128154,10540800
6,9201817,10540800
6,10231898,10540800
15,10137476,10540800
15,10143303,10540800
9,9184386,5356800
2,7375397,7862400
6,9502192,5443200
2,7367620,7862400
9,9175896,10540800
12,9022723,10540800
17,6604484,2592000
12,8678368,10540800
6,8920719,10540800
15,8670106,10627200
13,8661222,10627200
12,9017694,10540800
9,8999758,10627200
6,15638399,15638400
9,7021327,7862400
15,7727009,7948800
2,8411089,10627200
9,6682503,2592000
2,7699390,7862400
13,7296494,7862400
9,1827930,2592000
2,7286293,7948800
17,7036417,7862400
15,6691423,7862400
17,6935056,7862400
13,6252542,7862400
17,5547600,5184000
17,5368826,5184000
9,5374352,7776000
15,4848423,5356800
17,4531402,5270400
2,4153187,5270400
12,3925876,5270400
2,3581923,2678400
2,3577939,2678400
10,3569725,5270400
8,3558107,2764800
17,3575560,5270400
8,2545552,2592000
11,3149787,5270400
8,2438875,2592000
16,2516290,2592000
5,810214,2592000
5,1742517,2592000
2,1851374,2592000
9,1766901,2592000
6,1841536,2678400
6,1834987,2592000
2,1412998,2592000
7,1425109,2592000
10,1163192,2592000
9,1739256,2592000
5,802545,2592000
9,1422282,2592000
6,1405753,2592000
7,1060563,2592000
2,1067269,2592000
2,1073773,2592000
5,795869,2592000
2,731794,2592000
4,126191,2592000
234,315213039,274320000
4,266071512,264302316
2,266224261,87852372
2,266143543,149018715
2,265446959,230860800
2,264505187,262661069
2,310911144,215880216
3,261303326,250051487
2,260693451,205526598
2,261400920,199929600
2,258807894,113702400
2,260687958,207619200
3,260877902,244857600
1,250489537,134438400
4,259057911,259559380
2,260702586,259695485
2,258465688,257989535
2,258461807,262147231
2,258454082,204848500
2,258289029,249782400
1,257841378,218332800
3,257832526,239241600
0,257078952,244166400
3,256648539,194572800
2,256218237,222305080
3,256027616,121046400
1,255697028,253161000
2,255434332,247276800
2,254743497,249903589
2,255184600,253143994
2,251093525,230456669
2,254567238,247104000
2,254481082,249696000
2,254125879,228614400
2,253367062,252364808
2,251717296,245965859
2,252821239,202968894
2,252758019,155001600
2,251551779,232581254
3,251443848,144892800
3,251793915,226022400
3,250510661,231292800
2,249816893,235264224
1,242375385,181353600
1,248605314,241401600
2,249642042,179280000
2,248615288,247423581
2,248701608,248229577
2,248006274,244735349
0,247221571,202694400
2,246889540,172421181
1,248083888,247104000
2,247403888,245799820
2,245071267,202262400
3,246348257,247190400
6,246967984,186451200
1,245142896,153014400
3,246799861,246931200
234,246359607,126489600
2,246701538,247710849
0,246626419,217104731
2,246361714,246676642
2,246283246,247104000
2,246020433,238889276
2,245679915,246654787
2,243239320,137376000
2,245750496,207705600
4,303559465,236131200
2,244891750,231430266
2,243947732,123292800
2,243320478,238466971
2,243241900,239760000
2,243158830,242712643
2,238398524,236649600
2,240749952,238631600
2,241963643,225632520
2,241870101,239917013
5,241789891,173577600
1,325138775,313027200
2,241359564,225855762
2,241182089,241920000
2,240919496,191167222
2,242386622,238485956
2,240833347,213062400
2,239536001,210619556
3,238832778,186192000
0,239350528,221083688
5,240042169,239155200
3,239618521,144115200
0,237890034,146448000
3,238930593,241046521
2,238939924,236212667
2,237540862,122110729
3,235473415,219479587
2,236954193,236533304
0,236951370,205459200
2,329998926,184890423
2,235813299,215568000
4,235742510,170726400
2,235722359,228856512
3,237016993,142387200
3,235386285,183859200
3,234608185,236649600
2,235397599,235699177
3,235462917,229969582
2,235309523,234826300
1,235126938,175737600
2,234169064,200012192
1,234771066,233712000
2,234698252,105235200
0,313321132,157766400
0,231577671,215893657
0,233668729,207187200
2,234260071,235423095
2,220096578,210705570
2,233663087,236559883
2,233493604,215406821
4,233395561,86745600
2,233482748,223516800
2,232711433,233884800
2,232358691,167209205
2,232886514,157713131
2,232879974,218436642
3,232891733,232183541
2,233032597,232516383
0,231760641,199324800
6,227017272,121132800
3,232107902,231033600
4,231671561,202867200
4,330067419,331167029
2,231665991,218951841
2,228473362,230524619
15,228828384,212976000
2,229415157,171290477
2,229776947,228873600
1,228824115,222998400
4,228470167,219716347
2,228481142,227565985
2,227006572,226781268
2,227622073,184379285
2,227603435,205113600
2,227447869,229635007
3,226749293,211480633
2,226822531,97200000
2,226824341,226108800
2,226390158,107390594
5,226411468,210211200
5,225096039,205804800
2,225620269,208147836
2,224855384,206220721
2,223385518,190606779
3,223890395,212486404
2,222069727,79056000
3,222076749,216000000
2,221912442,223516800
2,221467866,198005342
2,221398204,215568000
2,220165411,221253441
2,217334708,218756481
2,217065644,199843200
2,215426424,215291374
2,220013962,176342400
2,219499803,220482800
2,219140520,219770430
2,217586347,218246400
2,218544309,218332800
4,321958075,241660800
2,218443397,192153600
3,217670063,197497245
2,218278815,129168000
2,217748769,152755200
2,215953782,213680530
2,215337779,207983024
3,222076749,216000000
2,215303149,200448000
2,215947524,216146168
2,214827818,215418236
1,214906442,199584000
75,215333770,197164800
3,214908769,215568000
2,213093448,214020217
2,214817705,215958344
2,321615905,310521600
2,213431919,210297600
3,214110145,163209600
3,212835434,194572800
3,212842849,134179200
2,212921226,210556800
2,212832049,212868806
2,211024699,174701414
2,211876922,163728000
2,211186424,211539118
3,211889025,199654071
3,211288024,201809580
2,210411118,209919703
2,210497176,207550838
1,209734720,84499200
4,209376634,201958513
2,209297330,206132449
2,208594209,207604477
2,205228189,205423644
2,208269688,207788952
2,207310022,206215580
2,207307826,118454400
2,206790020,201403680
2,206957049,95375441
2,206442953,208149260
2,206793749,196992000
2,206778733,202435200
3,203922503,204913134
2,205587432,195676579
2,190102199,191894400
2,203939228,202348800
2,203946356,203789781
2,203413819,201718735
3,203508736,203172838
2,203250120,204834848
2,202820613,141177737
3,202728049,204940800
1,201960897,202348800
2,202128098,194299045
4,202111263,202348800
2,197700343,197247306
2,39507422,39657600
2,200746470,202614804
2,200053728,139363200
2,199523653,174506602
2,199530755,194832000
3,198314664,199929600
2,197703153,199563602
3,197293070,163382400
2,197295378,174096000
2,197115637,179740514
2,197027490,195053564
4,197120669,132364800
3,92059801,92200938
2,196583624,181267200
2,191329383,41990400
3,190111355,186710400
2,188729757,182921751
2,188811135,189388800
2,188123430,132001021
2,186127613,185942143
75,187431433,44668800
2,187005182,184467124
2,186927438,184118400
2,186911008,146359795
3,185285451,28944000
2,183280151,161098610
355,185271941,184118400
2,183465937,185305531
2,185008513,168393600
2,184059832,170203157
2,182234534,164834640
2,182245737,174496939
4,183798865,173750400
2,182066203,151623358
4,30363004,31622400
2,180868753,178105022
2,180948654,102297600
2,181385274,135730714
3,181043030,76377600
1,180877569,181440000
6,180961023,144806400
2,180166063,160185600
2,177753986,177730401
2,177418542,173232000
2,175952260,147312000
2,151397104,118368000
2,176799104,177202489
2,176102388,170467200
2,174985862,173916933
2,174736436,86745600
2,85144991,81548638
2,174210716,175569720
2,174209994,174801926
0,173096779,163123200
2,173172820,174352543
1,171872682,120873714
2,171804383,162791315
2,170510873,169925259
2,312529918,312840411
3,168352951,151718400
2,167475345,165715200
1,55236272,57628800
2,165839752,166656483
2,165312897,113270400
2,165316995,140837910
2,164530447,144633600
3,164367118,162006772
3,162723830,149817600
6,160304009,144374400
2,161083218,158697244
2,160823137,163036800
2,149925762,62985600
2,157452215,158356712
2,154335703,143525117
3,155967754,156297670
2,156154399,156897919
0,155548927,155011410
2,155474644,156866354
3,155377677,155001600
3,155371099,42163200
2,154854244,84067200
3,153466257,93301749
2,153206836,139363200
2,150553588,150790093
3,149933267,137030400
3,149754739,149817600
2,149255101,149814013
4,147781378,130896000
2,42793819,44668800
2,147775016,148782619
2,146317294,145254208
0,144495392,144806400
2,144070637,144887443
2,137845004,137014235
2,315033632,311810927
3,142680507,132451200
6,141480859,131751848
1,140873565,141868800
15,137507657,113184000
2,139136487,123724800
4,137060721,134006400
2,136039000,135961363
2,136024932,136944000
6,134306499,136684800
2,132907919,95303026
2,130665649,131420404
2,128243358,128027610
2,128169114,129067141
2,128078555,121980482
3,127117370,105321600
2,125576041,126369303
1,125135989,126489600
3,68547211,70250795
0,122797917,117575049
1,121085601,123552000
2,119966029,120947651
2,119708643,118262747
2,117971137,117481467
2,117703672,118540800
2,115458119,65836800
2,45568672,47347200
3,113229505,115430400
2,112542738,102556800
3,112107245,66009600
3,103593599,103593589
2,112093568,111887007
0,112181395,112768972
2,109673332,100051200
1,108221171,110419200
2,107785408,97113600
3,108218577,108172800
1,106660737,108000000
1,106297499,107827200
2,104230611,103521932
2,38054407,39571200
2,103886893,105494400
1,102327790,102729600
0,101467318,86918400
3,95173490,78969600
75,314001337,115516800
2,100353831,87871371
0,98708965,100224000
2,97490470,73699200
2,96728857,97286400
2,95521011,89337600
4,95518781,97459200
1,94551826,92102400
0,95412525,13219200
1,94904984,97459200
0,93916799,87177592
0,93617752,23846400
2,92751696,87926989
2,92735785,76377600
1,92748806,94511298
2,92048030,75403573
2,313916750,268358400
2,90594734,90904734
1,89381900,91670400
75,88779844,81475200
2,306732880,192407386
6,87305854,89596800
2,54474738,56958215
2,82386403,73305722
2,84112449,65583758
2,83944285,82907896
3,83499341,44841600
3,83077553,84153600
6,83070081,84326400
1,81682607,81388800
2,80305225,81393321
3,80640413,81658559
2,79442203,81216000
2,78395161,76291200
2,77459566,76530999
2,77012447,76204800
5,74506747,71020800
1,70192983,42163200
2,69685948,26438400
1,69515707,71193600
3,69510980,68780770
2,66484406,62295103
4,65776621,55382400
2,62427782,47347200
4,59987132,60652800
2,58791451,59109269
0,58107602,57974400
2,58512685,59425088
2,58093477,56311455
2,57328334,53888746
2,56801728,58308214
3,56790233,55468800
2,56105090,57888000
2,55243435,56410802
2,55170855,56945444
2,53349855,51844126
2,52730123,53365086
2,51009244,52704000
2,48419886,47347200
2,40905400,42163200
2,47548828,49939200
2,47048336,47433600
2,47822361,47615499
2,46516728,47433600
75,46515086,36806400
6,46518781,47433600
2,46175446,47433600
2,45841272,47347200
3,45556239,47347200
0,45829423,39225600
2,45561080,47347200
4,45493857,47347200
2,45317723,47347200
2,44694635,44668800
2,33905509,34214400
1,42972664,44668800
6,42715364,44668800
2,41767467,36892800
2,42112462,31536000
2,41584861,39571200
1,42111902,44582400
2,40629982,42163200
2,41837455,42163200
2,41171646,42249600
2,41690524,42163200
2,41163861,42163200
2,23713006,23500800
2,40826474,41945214
2,39957354,26352000
2,39693613,36892800
2,39597567,41990400
2,39600977,41990400
2,39511238,41898739
2,38829148,34128000
2,37538038,39579236
2,38734107,28857600
2,38740190,34214400
75,38399166,34300800
2,37544328,36806400
2,37544401,38591848
2,27837671,28944000
2,36311539,34387200
1,36335630,18316800
2,312281288,228614400
1,36162048,36892800
2,35728393,36892800
2,35717258,36979200
2,35465060,36892800
3,34155916,31536000
2,34148260,36633600
2,34162945,34214400
2,33913819,31622400
2,33108721,34300800
2,25344864,26265600
2,33210422,34214400
1,327222488,181526400
5,33293807,34214400
2,33212317,13132800
2,32706755,29030400
15,32620381,34214400
5,31829675,31536000
2,31405178,31622400
1,31130524,31708800
2,30622959,31622400
2,30695849,31622400
2,29915936,31622400
2,29398275,31622400
2,29922180,31622400
2,28876250,31190400
2,29311631,31622400
2,28882055,26006400
2,27222258,28944000
2,27864577,28944000
2,27600939,13046400
2,27509022,20995200
1,27155480,28857600
4,17137224,18403200
2,23456386,23673600
2,311428017,313710398
5,16522681,16416000
2,26914352,28944000
2,26737246,28944000
2,25946972,26265600
1,26660781,28897939
6,25595207,23587200
3,25613425,10540800
2,25090906,26265600
2,25868182,26265600
234,25421700,26265600
2,25006063,21081600
2,25267581,23673600
2,24669718,26179200
2,24473470,26265600
3,24482244,26265600
2,23805579,23673600
2,23461010,23673600
2,23102351,23587200
2,23092042,23673600
2,22837592,18316800
1,21967515,23587200
2,19225040,10540800
2,20518697,20908800
2,20342772,20995200
2,19807621,20908800
2,18536163,20995200
3,18277301,18403200
2,18259839,13219200
2,17922989,18403200
2,18425975,18489600
2,17485508,18403200
3,17564159,16411331
2,17212860,18403200
2,17310990,18403200
7,16607117,7862400
2,16451933,18316800
4,15321677,15724800
2,14370361,15724800
2,14111355,15724800
3,14041466,16238004
2,13523106,13046400
1,13598141,15724800
0,12655647,13046400
1,12574358,12960000
2,12201668,13046400
4,9957563,10540800
2,8590771,7948800
0,8948722,10627200
2,8422146,10627200
2,8166352,10540800
2,8065110,7862400
2,7727857,7948800
2,5443199,5443200
2,4751999,4752000
2,3476066,2678400
2,3244029,5717994
1,625441,2678400
4,2441278,2592000
2,1944591,2592000
3,1597621,2592000
0,284179,2592000
1,633014,2592000
0,25363,2592000
0,691199,691200
2,306742716,250041600
2,327216522,326576075
234,297168636,181180800
3,288962083,189302400
2,198848521,194832000
2,280235047,281318400
4,331895903,272851200
1,278154090,278640000
3,276933703,260323200
2,313395031,323827200
2,276786298,259383932
0,275739516,273369600
2,276523950,173577600
2,276505730,210201402
3,276503307,228787200
1,276258221,239328000
2,275313935,264208100
2,276331576,272931137
2,275901276,275448031
2,275992947,245131609
2,275985386,225936000
234,274702366,260496000
0,275391691,273628800
1,275391888,139795200
15,270374700,247104000
2,300790566,289693628
3,274789543,274817303
3,274708652,231532393
75,274784268,241833600
2,274778752,265657171
2,273921158,270604800
6,273316889,231292800
2,273909612,247809377
2,273831120,271501890
2,273826357,243651642
2,273578552,269050502
2,273564385,268441110
2,330064813,265593600
2,273310566,272674605
2,269941449,259977600
0,272094581,130118400
1,272710048,228614400
6,272882507,192758400
2,272274542,270014937
6,272284317,267926400
1,272100938,270691200
2,271664569,271238005
2,271496662,238020949
2,271505254,257373041
2,271167160,262656000
2,245210134,168220800
3,271501536,257472000
2,269059794,252288000
2,270901311,267926400
2,271063799,270933957
2,270123181,266344635
2,270281047,207273600
4,269698926,266198400
6,265464583,265507200
3,268989334,232474665
0,268396188,254880000
234,268988135,255398400
0,328178861,268358400
2,268386954,165283200
1,267444121,228787200
2,268643391,261100903
3,268391525,234403200
3,267352705,226281600
2,266929756,233114510
2,266934516,253422082
0,266920786,260409600
3,266757857,267926400
2,332047170,332522023
2,333617812,296956800
2,163036799,163036767
3,288875436,245792525
2,288878977,268254798
3,285504719,281404800
2,285499464,211855141
2,284992675,263349472
4,284469783,245298805
2,284193984,233971200
2,283256355,250741821
2,281781738,99878400
2,239456838,239553140
1,333374954,297734400
3,28550423,28944000
4,331883665,322790400
2,335244854,330280904
2,333880612,302659200
0,301838664,286848000
2,292324352,215136000
15,54632343,55382400
1,335164268,308102400
5,333353439,284342400
2,294397561,270864000
2,296545244,294586377
2,301056880,227324475
2,151933333,147052800
2,147517290,143677428
2,146922639,147139200
6,140855583,107913600
2,138109867,104716800
2,136204684,137030400
3,129625107,130862359
1,122041982,118454400
4,118065396,76291200
1,111663130,108000000
4,115454003,113097600
2,113814782,105321600
75,109669828,50198400
3,291628868,209674819
6,301213510,163036800
2,305552861,281232000
3,191231037,186624000
0,131101282,129168000
0,84287872,82084872
3,28902540,31276800
2,293628036,280594962
2,305287827,302486400
2,305898585,145309606
6,302433968,239155200
5,302607669,285984000
15,175768268,147213449
8,152504564,149644800
1,333948076,334195200
75,304160237,276307200
1,335513072,313200000
2,293360153,87167199
5,300619662,299808000
2,304949611,255889245
2,297418083,135038622
2,300197466,231882433
2,305292173,250034722
2,301223611,236736000
2,299323178,209084011
355,335417603,328924800
2,294729055,231552000
2,295342234,296939471
2,247288389,213321600
2,332833629,281491200
2,294036144,252979200
2,294729526,295058098
1,332741804,326419200
2,297412919,177209872
4,1940249,2592000
2,305283099,299894400
3,298029352,218592000
2,304258429,297043200
4,295167018,249955200
5,297430940,289180800
1,27169581,26352000
1,26040112,23673600
1,26223007,23673600
1,26218330,13305600
1,25434612,23673600
1,24755890,23673600
1,24304541,15724800
1,19033623,18316800
1,14026833,13046400
1,11778158,10368000
1,5743385,5270400
1,636405,0
1,5564927,5270400
1,6679571,5270400
1,7360496,5270400
1,6507437,5270400
1,6172058,5356800
1,5738977,5270400
1,4964711,2678400
1,4618876,2678400
1,1600304,0
2,113830302,60524540
1,26042221,26265600
2,19556335,20995200
3,7276138,2592000
9,153903490,105321600
2,295000759,294364496
4,304424789,294537600
2,292999348,294796800
1,332747773,123811200
2,334467475,314864607
3,333766201,236822400
3,52664379,52790400
1,307264932,286732767
2,307259264,307470932
0,307109002,300499200
0,307195470,307929600
234,306745480,269136000
1,334044440,292723200
4,149941739,84499200
6,291979534,289094400
3,266833776,252806400
2,303039298,252879925
2,296379761,297043200
15,299326041,191462400
2,297603222,255312000
6,297432956,297129600
2,296202172,270002300
2,304076364,270950400
1,303571191,276393600
12,183907758,139967324
14,145257256,86659200
17,79254120,71014335
6,23796182,24278400
8,191308687,181612800
1,304749559,299635200
0,304086609,276090713
29,135760757,123897600
23,105860761,105217253
3,305884717,208742400
10,125231641,73612800
3,6766614,7862400
1,620970,2592000
2,310893283,305585060
2,148383008,84067200
6,5037237,5356800
2,299326313,298798768
2,297594167,293590057
3,295172029,254880000
2,332737494,322327316
2,295338626,294364800
2,287820776,221807144
2,292582670,288343209
2,303459666,296831006
2,302016295,265833724
2,302361530,210040577
2,295000260,294537600
6,303552535,294537600
5,296807282,254966400
5,292151164,271209600
4,290775132,282787200
3,290522701,289612800
2,294406720,277606356
2,322652542,321408000
2,322574300,306133850
2,321873567,244598400
2,328442838,263088000
2,328359810,320716800
2,325141501,312393705
6,323501939,197164800
2,328878071,328838400
3,319542869,302486400
2,317016747,239241600
3,316183680,317259931
3,316945679,313200000
1,316244758,292550400
6,317626584,316569600
2,315896305,293084192
2,315208500,310694400
2,314007443,313286400
2,313313487,216000000
4,313741301,310102149
3,312273399,263606400
2,311922049,286675200
3,311667591,248072844
0,311584732,205200000
2,311504224,301897059
1,328886412,318470400
2,310465075,298508010
2,309423230,136857600
2,311489972,302893173
2,311329309,262876036
2,309496973,308547192
3,311412807,294278400
6,310450442,285206400
2,309780374,309833935
2,310446372,310521600
2,310217140,308016000
3,309861862,290545475
3,309856792,278380800
3,309252850,302227200
6,309269973,291513600
3,309521172,279577500
4,309501487,239414400
234,309239473,300412800
2,309095361,244771200
6,309073785,305251200
6,309067091,289526400
2,308460314,245308753
