Месяц,Всего аварий,Аварии простой,Аварии макс,Время жизни,Время активности,Звонков,Отбитые звонки,Неотвеченные,Цена тарифа,Скорость тарифа,Доп услуги,Смотрешка,Пол,Платежей,Тип платежа,Сумма платежей,Сервисная заявка,Отток
8,4,88086,76394,41418590,34214400,0,0,0,800,50,1,0,1,0,0,0,0,0
8,4,88086,76394,40222801,41270248,1,0,0,800,50,1,1,1,3,9,2700,0,0
8,4,88086,76394,30516071,31622400,2,0,0,800,50,0,0,1,3,9,2300,1,0
8,1,60,60,36335630,18316800,7,3,2,500,50,1,0,1,0,0,0,1,0
8,2,121,121,38840448,39571200,0,0,0,500,50,1,0,1,3,9,1600,0,0
8,4,88086,76394,38406793,39571200,0,0,0,800,50,0,0,1,3,9,2100,0,0
8,4,88086,76394,38395658,39657600,6,2,1,800,50,0,1,1,2,6,1500,2,0
8,7,153453,77434,36592219,34300800,1,0,0,500,20,1,0,1,3,6,1500,0,0
8,4,88086,76394,28023264,28944000,3,0,0,800,50,1,0,1,3,9,2750,1,0
8,4,88086,76394,35888822,36892800,0,0,0,500,50,1,0,1,8,6,2000,0,0
8,8,256163,112709,35972207,36892800,1,0,0,600,25,1,0,1,2,6,1200,1,0
8,4,88086,76394,34083578,34300800,0,0,0,800,50,0,0,1,2,6,1400,0,0
8,2,121,121,33808924,34387200,1,0,1,500,50,1,0,1,3,9,2100,0,0
8,5,57366,31950,33374249,34300800,0,0,0,650,100,1,0,1,4,9,2700,0,0
8,4,88086,76394,32594336,34300800,8,0,2,900,100,0,0,1,3,9,2000,2,0
8,5,57366,31950,32600580,34300800,0,0,0,500,50,0,0,1,2,6,1100,0,0
8,4,88086,76394,31990031,34300800,2,1,0,500,20,1,0,1,4,9,1800,0,0
8,4,88086,76394,31560455,26006400,1,0,0,800,50,0,0,1,0,0,0,0,0
8,4,88086,76394,29900658,31622400,0,0,0,800,50,0,0,1,3,9,2200,0,0
8,4,88086,76394,30542977,31622400,0,0,0,800,50,1,0,1,4,9,3040,0,0
8,4,88086,76394,30187422,23760000,0,0,0,800,50,0,0,1,3,9,2400,0,0
8,6,22912,22372,19815624,21081600,1,0,0,650,100,1,0,1,3,9,2700,0,0
8,10,178305,99746,19201081,16416000,0,0,0,650,100,1,0,1,2,6,850,0,0
8,4,88086,76394,29592752,31622400,1,0,0,800,50,0,0,1,3,9,2100,0,0
8,4,88086,76394,28625372,28944000,0,0,0,800,50,0,0,1,3,9,2300,0,0
8,4,88086,76394,27769306,28944000,1,0,0,600,25,1,0,1,3,3,1500,0,0
8,237,242653,113423,28100100,28944000,0,0,0,800,50,1,1,1,3,9,2703,0,0
8,4,88086,76394,27945981,26352000,1,0,0,800,50,0,0,1,2,6,1600,0,0
8,4,88086,76394,27348118,28857600,1,0,0,500,50,1,0,1,3,9,1300,1,0
8,4,88086,76394,27151870,28944000,5,0,0,800,50,1,1,1,4,9,3849,1,0
8,7,143865,103815,27160644,28944000,0,0,0,500,20,1,0,1,3,9,1900,0,0
8,4,88086,76394,25780751,26352000,0,0,0,800,50,0,0,1,3,9,2300,0,0
8,4,88086,76394,25770442,26352000,0,0,0,800,50,0,0,1,3,9,2100,0,0
8,4,88086,76394,25515992,20995200,2,0,0,800,50,1,0,1,4,6,2650,1,0
8,4,88086,76394,23021172,23673600,1,0,0,800,100,0,0,1,0,0,0,0,0
8,4,88086,76394,21214563,23673600,0,0,0,800,50,0,0,1,3,9,2300,0,0
8,7,117622,66475,20955701,21081600,0,0,0,650,100,1,0,1,3,9,2000,0,0
8,4,88086,76394,20163908,21081600,2,0,0,800,50,0,0,1,3,9,1800,1,0
8,4,88086,76394,19989390,21081600,0,0,0,800,50,1,0,1,3,9,3150,0,0
8,9,139850,78627,16607117,7862400,0,0,0,800,50,0,0,1,0,0,0,0,0
8,10,62241,39620,18000077,18403200,4,2,0,800,100,1,0,1,3,9,2182,1,0
8,6,8580,8180,16276541,18403200,1,0,0,500,50,1,0,1,3,9,1450,0,0
8,2,4140,2100,15334047,15724800,0,0,0,500,50,0,0,1,3,9,1000,0,0
8,6,22912,22372,12635963,13219200,1,0,0,1000,200,1,0,1,2,6,2502,1,0
8,4,88086,76394,11269171,10627200,1,0,0,900,100,0,0,1,3,6,2700,1,0
8,4,109159,44832,11627122,13305600,1,0,0,800,100,1,0,1,3,9,2124,0,0
8,4,88086,76394,10743510,7862400,4,0,0,500,50,1,0,1,2,3,170,0,0
8,4,88086,76394,10406257,10627200,0,0,0,800,50,0,0,1,3,6,2200,0,0
8,4,88086,76394,6154466,2678400,1,0,0,800,50,0,0,1,1,1,2300,0,0
8,4,88086,76394,5922429,8396394,0,0,0,1150,100,1,1,1,4,11,4248,0,0
8,3,85912,76394,3303841,2678400,2,1,0,1300,200,1,0,1,1,1,1500,0,1
8,5,22492,21952,5119678,5270400,5,0,0,800,100,0,0,1,2,4,3100,2,0
8,3,113714,64313,4276021,5270400,5,1,0,800,50,1,0,1,3,6,3270,2,0
8,3,85912,76394,3311414,5270400,0,0,0,800,50,0,0,1,2,3,6050,0,0
8,2,53310,43792,2703763,5270400,5,0,1,1000,200,1,0,1,1,1,1002,1,0
8,0,0,0,1939152,2678400,1,0,0,800,100,1,0,1,1,1,802,0,0
8,1,43792,43792,1414841,2678400,1,1,0,1150,100,0,0,1,1,1,3850,0,0
8,237,242653,113423,299847036,181180800,1,0,0,650,100,1,1,1,1,3,1700,0,0
8,4,88086,76394,282913447,283996800,0,0,0,500,50,0,0,1,2,6,900,0,0
8,8,183397,109920,277387052,234210793,0,0,0,650,100,1,1,1,3,9,2533,0,0
8,4,88086,76394,284460138,102556800,1,0,0,500,50,1,0,1,3,9,2000,0,0
8,6,48356,43856,336053354,300412800,0,0,0,400,5,1,0,1,2,6,1100,0,0
8,4,88086,76394,154611733,147052800,1,0,1,600,25,0,0,1,0,0,0,0,0
8,4,88086,76394,150195690,146355828,0,0,0,700,25,1,0,1,3,9,1800,0,0
8,4,88086,76394,149601039,149817600,0,0,0,650,40,0,0,1,2,6,1000,0,0
8,10,98776,73438,143533983,110592000,1,0,0,500,20,1,0,1,3,9,1800,1,0
8,6,109579,45192,140788267,107395200,0,0,0,500,20,1,0,1,3,9,1900,0,0
8,4,113774,64373,132303507,133540759,0,0,0,800,50,1,0,1,2,6,1400,0,0
8,3,37132,37132,124720382,121132800,4,0,0,650,40,1,0,1,4,11,3700,2,0
8,6,22912,22372,120743796,76291200,5,0,0,400,5,1,0,1,1,2,270,0,0
8,2,121,121,114341530,110678400,0,0,0,500,50,1,0,1,3,9,1500,0,0
8,2,34776,32602,113814782,105321600,0,0,0,500,20,0,0,1,0,0,0,0,0
8,153,81882,54871,112348228,52876800,1,0,0,500,50,1,0,1,4,9,1600,0,0
8,6,106269,88762,193909437,189302400,0,0,0,700,5,0,0,1,3,9,2100,0,0
8,4,41784,31710,133779682,131846400,0,0,0,700,5,0,0,1,3,9,1700,0,0
8,6,80150,46442,86966272,84763272,0,0,0,650,40,1,0,1,3,9,3000,0,0
8,6,91602,72093,31580940,33955200,0,0,0,700,5,1,0,1,3,9,1800,0,0
8,5,55471,43912,336626476,336873600,6,4,0,500,20,1,0,1,3,9,1800,1,0
8,4,88086,76394,307970573,250034722,1,1,0,700,25,0,1,1,2,6,900,0,1
8,12,41452,27604,29847981,28944000,2,0,0,850,10,0,0,1,4,9,2350,1,0
8,12,41452,27604,28718512,26265600,0,0,0,700,5,0,0,1,3,9,1800,0,0
8,12,41452,27604,28901407,26352000,0,0,0,850,10,0,0,1,2,6,1900,0,0
8,9,37548,24180,28896730,15897600,2,0,0,700,5,0,0,1,3,8,1300,0,0
8,12,41452,27604,28113012,26265600,3,0,0,700,5,0,0,1,3,9,1900,2,0
8,12,41452,27604,27434290,26265600,0,0,0,850,10,0,0,1,3,9,2250,0,0
8,12,41452,27604,21712023,20995200,7,2,0,850,10,0,0,1,3,9,2500,3,0
8,12,41452,27604,16705233,15638400,2,0,0,700,5,0,0,1,3,9,2000,0,0
8,12,41452,27604,14456558,12960000,1,0,0,1150,16,1,0,1,2,6,2470,0,0
8,12,41452,27604,9357971,7862400,1,0,0,850,10,0,0,1,4,9,2250,0,0
8,12,41452,27604,10038896,7862400,0,0,0,850,10,0,0,1,3,9,2250,0,0
8,12,41452,27604,9185837,7862400,4,0,0,700,5,0,0,1,4,9,1900,1,0
8,12,41452,27604,8850458,7948800,1,0,0,850,10,0,0,1,3,9,2450,0,0
8,12,41452,27604,8417377,7862400,1,0,0,850,10,0,0,1,4,9,2360,1,0
8,12,41452,27604,7643111,2678400,1,0,0,850,10,0,0,1,1,3,1350,0,0
8,12,41452,27604,7297276,5270400,0,0,0,850,10,0,0,1,3,9,2850,0,0
8,9,37548,24180,4278704,2592000,0,0,0,850,10,0,0,1,2,4,3100,0,0
8,11,114022,78240,28720621,28944000,0,0,0,500,20,0,0,1,2,6,800,0,0
8,4,88086,76394,22234735,23830676,2,0,0,800,100,1,0,1,5,9,3000,0,0
8,30,48120,33900,127910041,73612800,0,0,0,800,100,1,0,1,0,0,0,0,0
8,7,21037,18817,9445014,10540800,2,0,0,900,50,0,1,1,5,9,3120,1,0
8,4,88086,76394,335415894,325005716,0,0,0,700,25,0,0,1,3,9,2050,0,0
8,4,88086,76394,297678660,297216000,3,0,0,650,100,1,0,1,5,6,3600,0,0
8,4,88086,76394,313143475,301272810,0,0,0,700,25,1,0,1,3,9,1800,0,0
8,7,143865,103815,290781731,271209600,1,0,0,500,50,1,0,1,4,6,1900,0,0
8,28,38567,35927,192713002,182120977,4,2,1,900,50,0,0,1,3,6,3000,0,0
8,19,50035,46315,191573136,190339200,0,0,0,850,8,0,0,1,3,9,2450,0,0
8,38,161828,72676,191329655,172577153,2,0,0,900,50,0,0,1,3,9,1900,2,0
8,27,47400,33600,190819794,187660800,0,0,0,650,40,1,0,1,3,9,1500,0,0
8,79,66960,41100,190987609,184982400,0,0,0,850,8,0,0,1,0,0,0,0,0
8,18,191679,126860,190903112,148521600,2,0,0,850,8,0,0,1,1,3,850,0,0
8,19,190660,126861,190723841,166492800,0,0,0,850,8,0,1,1,3,9,1550,0,0
8,32,179975,75686,188551873,187394297,4,0,0,900,50,0,0,1,3,9,2400,1,0
8,18,191679,126860,189946807,187574400,4,1,1,850,8,0,0,1,3,9,2700,1,0
8,14,106705,67321,188390535,187401600,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,18,191679,126860,189339525,182217600,0,0,0,850,8,0,0,1,1,3,900,0,0
8,39,93308,62412,186533112,179087705,39,34,0,900,50,1,0,1,2,6,1600,3,0
8,15,179213,136607,188137745,187660800,0,0,0,850,8,0,0,1,3,6,3250,0,0
8,33,180395,75686,187610218,183952989,6,0,0,900,50,0,0,1,5,9,6162,3,0
8,26,118651,51780,187184154,173207717,1,1,0,1100,12,0,0,1,3,9,3000,0,0
8,26,39924,29880,148991724,123724800,0,0,0,650,100,0,1,1,2,6,1300,0,0
8,60,179292,73707,183816616,150422400,0,0,0,850,8,0,0,1,0,0,0,0,0
8,39,152311,90031,185962605,174268800,0,0,0,850,8,0,0,1,0,0,0,0,0
8,25,175535,74906,142339213,144518724,0,0,0,1000,100,0,0,1,4,9,2467,0,0
8,19,50035,46315,185372803,121737600,1,0,0,850,8,0,0,1,3,6,2500,0,0
8,28,160487,95652,186401702,184896000,0,0,0,800,100,0,0,1,3,9,2200,0,0
8,40,43247,35927,185716427,111456000,1,0,0,900,50,0,0,1,3,6,2550,0,0
8,27,152768,73456,184929107,186282736,2,1,0,1150,100,0,0,1,5,9,5402,0,0
8,74,75720,41160,184771301,174268800,1,0,0,850,8,0,0,1,1,3,1600,0,0
8,20,94674,65275,185544815,166406400,6,3,0,500,50,0,0,1,3,9,1200,2,0
8,74,75720,41160,184848455,137808000,0,0,0,850,8,0,0,1,3,9,2450,0,0
8,16,170468,126682,184059756,184982400,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,75,137807,78507,183905045,184982400,0,0,0,650,40,0,0,1,3,9,1650,0,0
8,31,50842,34020,184510749,184982400,2,0,0,650,40,0,0,1,3,9,1650,1,0
8,71,83679,47375,184245711,166406229,0,0,0,850,8,0,0,1,2,6,1800,0,0
8,14,106083,76720,184496505,184982400,0,0,0,650,100,0,0,1,2,6,1300,0,0
8,0,0,0,183720136,179541240,1,0,0,650,100,0,0,1,3,9,1650,0,0
8,19,177652,134926,184070681,171936000,0,0,0,500,20,1,0,1,3,9,1950,0,0
8,18,191679,126860,183731924,184982400,0,0,0,850,8,0,0,1,3,9,2200,0,0
8,72,66780,40860,183989911,182131200,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,75,84511,46476,150281344,149990400,13,2,0,850,8,0,0,1,3,9,2500,1,0
8,26,77688,51588,182776302,159152888,11,2,0,850,50,0,0,1,3,6,1950,1,0
8,41,141065,75581,182517803,182304000,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,72,79887,39000,181914983,182390400,2,0,0,850,8,0,0,1,3,9,2250,0,0
8,22,67560,63420,182344224,126897671,2,0,0,900,50,0,0,1,4,9,3600,0,0
8,74,75720,41160,182165842,150768000,0,0,0,850,8,0,0,1,0,0,0,0,0
8,14,32400,30780,179741764,174528000,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,20,143549,65154,181564407,99532800,0,0,0,500,50,0,0,1,3,9,1400,0,0
8,17,90195,65175,181142524,182304000,0,0,0,650,40,0,0,1,2,6,1650,0,0
8,14,106705,67321,180956422,182304000,0,0,0,850,8,0,0,1,4,9,2350,0,0
8,7,8760,7800,174912752,96681600,0,0,0,850,8,0,0,1,0,0,0,0,0
8,67,66180,40740,66257392,23587200,1,0,0,850,8,0,0,1,3,9,2550,1,0
8,26,118651,51780,179667011,179712000,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,14,179151,136608,178457640,132451200,0,0,0,850,8,0,0,1,0,0,0,0,0
8,20,94674,65275,179144925,174441600,0,0,0,650,100,0,0,1,3,9,1850,0,0
8,72,79887,39000,178542824,166665600,0,0,0,850,8,1,0,1,3,9,2550,0,0
8,20,143549,65154,179069047,166164603,3,0,2,800,100,0,0,1,3,9,2200,0,0
8,33,68393,48593,179239476,177120000,0,0,0,650,40,1,0,1,3,9,1650,0,0
8,45,166508,73456,178030286,179187934,2,0,0,900,50,0,0,1,6,9,2548,1,0
8,36,161708,73456,177418892,175029549,3,0,1,900,50,0,0,1,4,9,4140,1,0
8,26,118651,51780,213955787,182390400,2,1,0,850,8,0,0,1,5,9,2540,0,0
8,25,175715,75686,178010362,172614333,1,0,1,900,50,0,0,1,3,9,2105,0,0
8,36,180695,75746,175776892,177860951,2,1,0,1150,100,0,0,1,4,9,3382,0,0
8,15,179213,136607,178024436,179712000,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,19,177652,134926,178114375,171072000,0,0,0,500,50,0,0,1,3,9,1800,0,0
8,73,96317,52037,177075389,177120000,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,14,179153,136607,178017283,161136000,0,0,0,850,8,0,0,1,0,0,0,0,0
8,39,162008,72676,177683644,175570234,0,0,0,900,50,0,0,1,3,9,2052,0,0
8,15,179213,136607,177586309,178229344,0,0,0,850,8,0,0,1,3,9,2400,0,0
8,28,151839,77196,177253589,177033600,1,0,0,650,100,0,1,1,5,9,1950,0,0
8,28,151839,77196,177148338,169171200,0,0,0,850,8,0,0,1,3,6,2250,0,0
8,75,84511,46476,174907828,169344000,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,30,38987,35987,176647297,177389883,5,1,0,900,50,0,0,1,4,9,2476,0,0
8,17,90195,65175,176642601,154628620,1,0,0,650,100,0,0,1,2,3,1350,0,1
8,12,150085,126985,175522818,140054400,0,0,0,850,8,0,0,1,3,9,2500,1,0
8,81,141366,77639,174402413,174441600,1,0,0,850,8,0,0,1,3,9,2400,0,0
8,1,180,180,175264164,100742400,0,0,0,500,20,0,0,1,1,3,500,0,0
8,76,256446,108660,174396044,170372561,5,0,1,1100,100,0,0,1,4,9,6400,1,0
8,29,120525,75963,174920093,177033600,0,0,0,650,100,1,0,1,3,9,1700,0,0
8,16,170468,126682,138353353,131673600,2,1,0,1100,12,0,0,1,0,0,0,0,0
8,29,120525,75963,174825380,131821005,1,1,0,800,100,0,0,1,3,9,2400,0,0
8,26,283690,143633,174575292,164160000,1,0,0,500,20,0,0,1,3,9,1300,1,0
8,26,118651,51780,173351851,137635200,0,0,0,850,8,0,0,1,0,0,0,0,0
8,25,33838,29878,173358865,145238400,0,0,0,650,100,0,0,1,3,9,1650,0,0
8,34,180395,75686,173018454,169738742,1,0,0,900,50,0,0,1,3,9,2750,0,0
8,41,92188,69598,172843195,173595810,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,19,27120,24360,171365935,161049600,0,0,0,650,100,0,0,1,3,9,2200,0,0
8,16,170468,126682,170686027,171849600,10,10,0,850,8,0,0,1,3,9,2250,0,0
8,20,94674,65275,170244986,171849600,0,0,0,650,40,0,0,1,3,9,1650,0,0
8,26,173485,87604,170601609,148348800,0,0,0,650,40,0,0,1,3,9,1750,0,0
8,75,84511,46476,170169171,152841600,0,0,0,1100,12,0,0,1,2,6,2200,0,0
8,26,39924,29880,210758632,211248000,0,0,0,500,20,0,0,1,3,6,1200,0,0
8,28,151839,77196,169813844,169430400,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,21,143490,65213,210598217,211161600,0,0,0,650,40,0,0,1,3,9,1650,0,0
8,17,77394,34953,169548507,132278400,0,0,0,1100,12,0,0,1,1,3,1100,0,0
8,32,52318,34020,169475096,157680000,0,0,0,650,40,0,0,1,3,9,1850,0,0
8,22,141445,65212,169114711,150854400,0,0,0,800,100,0,0,1,2,6,1600,0,0
8,72,79887,39000,167129668,157766400,0,0,0,850,8,0,0,1,0,0,0,0,0
8,32,52318,34020,207826011,193190400,0,0,0,500,50,0,0,1,0,0,0,0,0
8,19,34920,30960,167655152,47865600,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,72,138925,75061,167136330,162950400,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,38,161828,72676,167054288,169144465,6,0,0,1300,200,0,0,1,4,9,6107,2,0
8,29,60780,43517,166452939,163036800,0,0,0,650,100,0,0,1,3,6,1650,0,0
8,23,159239,73852,206440239,208991148,6,0,3,900,50,0,0,1,4,9,2400,1,0
8,17,30000,27300,208683270,206150400,0,0,0,500,20,0,0,1,3,9,1200,0,0
8,13,150326,126986,166450024,168307514,1,0,0,850,8,0,0,1,3,9,2250,0,0
8,22,145158,95644,208173975,206064000,0,0,0,650,40,0,0,1,1,3,1100,0,0
8,28,124489,58830,166018095,123724800,0,0,0,500,50,0,0,1,2,6,1000,0,0
8,32,54300,34560,165831859,163123200,0,0,0,500,50,0,0,1,3,9,1500,0,0
8,38,162068,73396,206611928,198059486,5,2,1,900,50,0,0,1,4,9,2459,2,0
8,11,139059,73072,164196186,29030400,2,0,0,900,50,0,0,1,0,0,0,0,0
8,20,143549,65154,165236042,155433600,3,2,0,650,40,1,1,1,6,9,2250,1,0
8,26,53250,45033,164286408,160704000,0,0,0,500,50,0,0,1,1,3,550,0,0
8,67,66180,40740,164541224,160531200,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,14,106705,67321,164193001,165888000,0,0,0,850,8,1,0,1,3,9,2350,0,0
8,22,141445,65212,161348658,163036800,0,0,0,500,20,0,0,1,3,9,1200,0,0
8,14,32400,30780,160043475,142971380,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,28,38267,35747,160739675,144931529,0,0,0,900,50,0,0,1,4,9,2435,0,0
8,28,151839,77196,160126693,161646336,0,0,0,800,50,0,0,1,3,6,2000,0,0
8,12,150085,126985,159955904,152841600,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,19,190660,126861,207823308,206064000,0,0,0,850,8,0,0,1,3,9,2700,0,0
8,24,215953,108675,159274793,160444800,0,0,0,650,100,0,0,1,3,9,1700,0,0
8,24,215953,108675,159276345,144892800,0,0,0,650,100,0,0,1,3,9,1550,0,0
8,33,180095,75746,158568249,152465300,11,0,0,900,50,1,0,1,4,9,3632,8,0
8,12,150085,126985,158145658,158284800,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,21,33180,29760,157542906,157939200,0,0,0,500,50,0,0,1,3,9,1650,0,0
8,17,172899,113580,156149731,154908326,4,0,0,900,50,0,0,1,4,9,2300,1,0
8,22,145158,95644,157102566,153858304,0,0,0,1000,200,0,0,1,3,9,2900,0,0
8,33,68393,48593,156844488,142560000,2,0,0,650,100,0,0,1,3,9,1750,0,0
8,66,271919,112286,156420454,153040698,6,0,0,900,50,0,0,1,4,6,2505,3,0
8,28,124489,58830,155801241,156267574,0,0,0,800,50,0,0,1,2,6,2000,0,0
8,16,170468,126682,154522719,149644800,4,0,0,850,8,0,0,1,4,9,2390,2,0
8,72,66780,40860,155128077,154538615,0,0,0,850,8,0,0,1,3,9,2500,0,0
8,72,79887,39000,154516361,152496000,1,0,0,850,8,0,0,1,3,9,2250,0,0
8,29,120525,75963,154340489,155088000,1,0,1,800,100,1,0,1,3,9,2800,1,0
8,26,118651,51780,153824755,155088000,3,3,0,850,8,0,0,1,3,9,2250,0,0
8,37,132829,88609,153310662,155347200,1,0,0,650,40,0,0,1,3,9,1650,1,0
8,22,141445,65212,153219061,152236800,0,0,0,650,100,0,0,1,3,9,1950,0,0
8,69,66900,40740,152010813,152496000,1,1,0,850,8,0,0,1,3,9,2250,0,0
8,14,106705,67321,152016406,152496000,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,28,151839,77196,152269579,152755200,0,0,0,650,40,0,0,1,2,6,1100,0,0
8,12,150085,126985,200992608,182822400,0,0,0,1100,12,0,0,1,1,3,1100,0,0
8,13,32520,30780,151930706,123975769,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,29,120525,75963,151668924,145152000,0,0,0,650,100,0,0,1,3,9,1950,0,0
8,74,75720,41160,151839520,147571200,0,0,0,850,8,0,0,1,1,3,800,0,0
8,39,162728,73396,151315059,133320331,2,0,0,900,50,0,0,1,3,9,2101,0,0
8,39,43547,36047,150199722,152111385,16,1,0,900,50,0,0,1,6,9,3136,13,0
8,14,106705,67321,150375143,150163200,0,0,0,850,8,0,0,1,4,9,3250,0,0
8,26,176915,75746,150711461,139449600,1,0,0,900,50,0,0,1,3,9,2600,0,0
8,28,124489,58830,150459124,144892800,0,0,0,800,100,0,0,1,2,6,1600,0,0
8,25,175715,75686,150720594,150909625,2,0,0,900,50,0,0,1,3,9,2400,1,0
8,28,151839,77196,207922283,203472000,0,0,0,500,20,1,1,1,1,3,1000,0,0
8,71,83679,47375,149246150,150249600,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,34,159090,99821,80208269,74837343,0,0,0,800,100,0,0,1,2,6,1600,0,0
8,61,97268,62592,148642804,151166860,3,2,0,900,50,0,0,1,4,9,2665,0,0
8,71,83679,47375,148025696,139449600,0,0,0,850,8,0,0,1,0,0,0,0,0
8,37,132829,88609,147958530,150076800,0,0,0,500,20,0,0,1,3,9,1200,0,0
8,73,96317,52037,20000680,21081600,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,48,240752,109936,143547763,112202523,6,2,0,1000,100,0,0,1,5,9,3300,2,0
8,71,139284,75540,146481703,129081600,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,75,137807,78507,147175752,147571200,0,0,0,650,100,0,0,1,2,6,1150,0,0
8,28,38567,36047,146721689,129573796,1,0,0,1450,250,0,0,1,2,3,14000,0,0
8,25,175715,75686,145527441,139363151,4,2,0,900,50,0,0,1,2,6,2326,0,0
8,12,150085,126985,145447635,147484800,0,0,0,850,8,0,0,1,3,9,2350,0,0
8,29,60780,43517,135601615,134265600,1,0,0,500,50,0,0,1,3,9,1450,1,0
8,31,38807,35207,145875537,146697600,3,0,0,900,50,0,0,1,4,9,2900,3,0
8,31,48540,33840,145359251,85968000,0,0,0,800,100,1,0,1,0,0,0,0,0
8,20,94674,65275,139395480,139536000,0,0,0,500,50,1,0,1,3,9,1500,0,0
8,24,175715,75746,144329410,143703051,3,2,0,900,50,0,0,1,3,6,2500,0,0
8,81,141366,77639,143192154,89251200,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,36,180695,75746,144931493,126118737,3,0,0,900,50,0,0,1,3,9,2468,1,0
8,34,110844,48624,141129721,102124800,0,0,0,500,20,0,0,1,2,3,500,0,0
8,20,143549,65154,143714943,68342400,0,0,0,650,100,0,0,1,3,9,1900,0,0
8,21,143490,65213,143197889,144892942,0,0,0,650,100,0,0,1,4,9,1650,0,0
8,34,110844,48624,143108843,123867140,0,0,0,1000,200,0,0,1,3,9,2700,0,0
8,77,256686,108660,142851883,124243200,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,14,179153,136607,142938420,139536000,0,0,0,850,8,0,0,1,2,6,1600,0,0
8,19,177652,134926,142332395,141812890,0,0,0,650,100,0,0,1,4,9,1650,3,0
8,72,66780,40860,142844762,142041600,0,0,0,850,8,0,0,1,3,9,2450,0,0
8,28,151839,77196,207903779,134784000,0,0,0,650,100,0,0,1,3,9,1750,0,0
8,72,79887,39000,142423291,144720000,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,72,66780,40860,141982822,137030400,0,0,0,850,8,0,0,1,3,9,2250,0,0
8,72,79887,39000,141901791,89078400,1,0,0,850,8,0,0,1,3,9,2550,1,0
8,29,54840,34200,131624414,133824004,0,0,0,800,100,0,0,1,3,9,2100,0,0
8,45,166508,73516,141122845,140147111,3,1,0,900,50,0,0,1,4,9,2668,0,0
8,67,66180,40740,141204730,131500800,3,0,0,850,8,0,0,1,1,3,900,0,0
8,71,83679,47375,141031942,131249345,1,0,0,850,8,0,0,1,0,0,0,0,0
8,34,110844,48624,206974075,116467200,0,0,0,650,100,0,0,1,4,9,1850,0,0
8,28,124489,58830,86765577,89344209,0,0,0,650,100,1,1,1,3,9,1649,0,0
8,73,96317,52037,138965606,139622400,0,0,0,1100,12,0,0,1,3,9,3000,0,0
8,73,96317,52037,139741725,139455093,6,0,0,850,8,0,0,1,3,9,2250,2,0
8,19,27120,24360,139567138,134438400,2,0,0,500,20,0,0,1,3,9,1200,1,0
8,75,137807,78507,139313408,139795200,0,0,0,800,100,0,0,1,3,9,2100,0,0
8,27,47400,33600,206879332,203299200,3,0,1,500,20,0,0,1,1,3,400,1,0
8,28,124489,58830,139226561,139585237,0,0,0,650,40,0,0,1,4,9,1750,0,0
8,20,143549,65154,138358879,138224086,0,0,0,650,100,0,0,1,3,9,1650,0,0
8,16,170468,126682,138185736,110678400,0,0,0,850,8,0,0,1,2,6,1700,0,0
8,45,166508,73456,137150389,123801439,1,0,0,1000,100,0,0,1,3,9,5012,0,0
8,21,141154,97544,135168465,134438400,0,0,0,1100,12,0,0,1,3,9,3000,0,0
8,37,132829,88609,137060330,118540800,0,0,0,650,100,1,0,1,3,9,2100,0,0
8,16,170468,126682,136379759,108000000,0,0,0,850,8,0,0,1,1,3,1600,0,0
8,22,121811,78203,136205509,113529600,0,0,0,500,50,0,0,1,2,6,1050,0,0
8,15,179213,136607,135243852,134179200,10,10,0,1100,12,0,0,1,3,9,3200,0,0
8,19,50276,46316,123591094,125971200,1,0,0,850,8,0,0,1,3,9,2250,0,0
8,14,179153,136607,133868038,108086400,0,0,0,1100,12,0,0,1,1,3,1300,0,0
8,32,141930,74743,133356073,126489600,0,0,0,650,100,0,0,1,3,9,1750,0,0
8,79,66960,41100,130142017,128822400,0,0,0,850,8,1,0,1,3,9,2250,0,0
8,19,50276,46316,54714738,52704000,0,0,0,850,8,0,0,1,3,9,2550,0,0
8,71,83679,47375,132663544,131587200,0,0,0,850,8,0,0,1,3,6,2250,0,0
