Месяц,Всего аварий,Аварии простой,Аварии макс,Время жизни,Время активности,Звонков,Отбитые звонки,Неотвеченные,Цена тарифа,Скорость тарифа,Доп услуги,Смотрешка,Пол,Платежей,Тип платежа,Сумма платежей,Сервисная заявка,Отток
8,29,54840,34200,149602533,141778919,1,0,0,650,100,0,0,0,3,9,1750,1,0
8,28,124489,58830,149593169,116205706,0,0,0,800,100,0,0,0,3,9,2500,0,0
8,14,32400,30780,148987160,150001146,0,0,0,1100,12,0,0,0,3,9,3200,0,0
8,70,82322,46442,148561456,142214400,0,0,0,850,8,0,0,0,3,9,2450,0,0
8,16,170468,126682,148209159,150163200,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,22,248820,112167,148296286,146598166,1,0,0,900,50,0,0,0,3,9,2050,0,0
8,21,143490,65213,176385807,169344000,1,0,0,800,100,0,0,0,3,9,2100,0,0
8,25,176735,75746,148373084,138219446,7,0,1,900,50,0,0,0,3,9,2756,1,0
8,29,169055,69326,146830844,149133740,24,11,2,900,50,1,0,0,7,9,3984,7,0
8,77,256686,108660,146659862,144633600,0,0,0,850,8,0,0,0,3,6,2250,0,0
8,72,66780,40860,147170161,147145993,1,0,0,850,8,0,0,0,3,6,2250,0,0
8,43,244953,86850,208088210,207938230,7,0,0,900,50,0,0,0,4,9,9350,1,0
8,0,0,0,147683076,97200000,1,0,0,650,100,0,0,0,2,6,1100,0,0
8,13,32520,30780,147159493,126662400,0,0,0,850,8,0,0,0,2,6,1700,0,0
8,34,110844,48624,147084913,147398400,0,0,0,650,40,0,0,0,3,9,1650,0,0
8,77,256686,108660,146824962,133380254,0,0,0,850,8,0,0,0,3,9,2350,0,0
8,15,74168,62412,208070025,208118287,2,0,0,1100,50,0,0,0,4,9,4000,0,0
8,19,50035,46315,146141712,134265600,0,0,0,850,8,0,0,0,3,9,2350,0,0
8,26,118651,51780,146136299,138961775,0,0,0,850,8,0,0,0,3,9,3000,0,0
8,28,124489,58830,146557383,147484800,0,0,0,650,40,0,0,0,3,9,1650,0,0
8,20,143549,65154,146131705,141782400,13,3,0,650,100,0,0,0,4,9,3050,3,0
8,27,128835,84274,146474644,142662749,1,0,0,1100,50,0,0,0,3,6,1806,0,0
8,32,198828,102333,146654197,145843200,2,0,0,800,100,0,0,0,3,9,2100,0,0
8,23,99908,74528,207816360,200793600,1,0,0,900,50,0,0,0,3,9,2700,1,0
8,19,50337,46317,139746452,131241600,0,0,0,1100,12,1,0,0,0,0,0,0,0
8,34,160868,73516,145967964,121305600,3,0,0,900,50,0,0,0,2,6,1850,2,0
8,74,75720,41160,146043604,55468800,1,0,0,850,8,0,0,0,2,6,1700,1,0
8,71,83679,47375,145266689,144979200,1,0,0,850,8,1,0,0,2,6,1800,0,0
8,46,166688,73456,144760718,103298841,6,1,1,900,50,1,0,0,2,6,2550,1,0
8,14,179151,136608,144838431,147139200,3,3,0,850,8,0,0,0,3,9,2250,0,0
8,71,83679,47375,153040035,149817600,1,0,0,850,8,0,0,0,2,6,1500,1,0
8,72,79887,39000,144320561,134006400,1,0,0,850,8,1,0,0,5,9,2550,1,0
8,17,30000,27300,126010399,126489600,0,0,0,650,40,0,0,0,1,3,550,0,0
8,22,141445,65212,144758002,146707200,0,0,0,500,50,0,0,0,3,9,1300,0,0
8,20,143549,65154,143720467,144288000,1,0,0,800,100,1,0,0,3,9,2000,1,0
8,14,32820,30780,144317183,144547200,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,39,162068,72676,144663733,142491405,2,0,0,900,50,0,0,0,4,9,2599,1,0
8,26,118651,51780,144063766,139622400,1,1,0,850,8,0,0,0,1,3,750,0,0
8,22,141445,65212,143115522,139708800,1,0,0,500,50,0,0,0,3,6,1400,0,0
8,45,166628,73456,143619651,123724800,9,3,2,900,50,0,0,0,2,6,1900,1,0
8,67,66180,40740,143800050,49766400,0,0,0,850,8,0,0,0,1,3,850,0,0
8,17,30000,27300,143117839,144806400,5,2,0,800,100,1,0,0,3,9,2100,1,0
8,13,150326,126986,143635725,60134480,0,0,0,850,8,0,0,0,1,3,850,0,0
8,45,166388,73456,143542481,131150019,13,2,1,1000,100,1,0,0,5,9,4150,3,0
8,15,179213,136607,142769617,134611200,7,3,0,850,8,0,0,0,3,9,2550,1,0
8,13,150326,126986,142510745,83030400,6,3,0,850,8,0,0,0,3,9,2470,0,0
8,26,37907,35987,142760947,143050560,3,0,0,900,50,0,0,0,4,9,2850,1,0
8,33,180395,75686,142247984,67130850,1,0,0,900,50,1,0,0,3,9,1882,0,0
8,33,68393,48593,142414535,135397951,1,0,0,600,25,0,1,0,3,9,1950,0,0
8,23,88785,44241,136024816,92620800,0,0,0,850,8,0,0,0,0,0,0,0,0
8,7,8700,7860,136722392,126230400,0,0,0,850,8,0,0,0,0,0,0,0,0
8,37,191015,75686,141635880,122534927,9,2,1,1000,100,0,0,0,3,6,2238,2,0
8,15,179213,136607,140696637,134006400,0,0,0,850,8,1,0,0,4,9,3227,0,0
8,77,256686,108660,140610230,139536000,0,0,0,850,8,0,0,0,3,9,2400,0,0
8,60,64680,31320,137148226,117936000,1,0,0,1100,12,0,0,0,0,0,0,0,0
8,14,179153,136607,140523985,123465600,0,0,0,850,8,0,0,0,3,9,2450,0,0
8,74,75720,41160,140166081,107308800,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,32,54300,34560,207056570,208396800,4,0,3,650,40,0,0,0,3,9,1650,1,0
8,46,166028,73396,139229480,141346454,5,3,0,900,50,0,0,0,4,9,3150,0,0
8,69,66900,40740,139470988,133920000,0,0,0,850,8,0,0,0,3,9,1590,0,0
8,22,141445,65212,138971068,139795200,0,0,0,650,100,0,0,0,3,9,1750,0,0
8,10,9720,7860,132142318,123984000,0,0,0,1100,12,1,0,0,0,0,0,0,0
8,19,177652,134926,138094934,136857600,1,1,0,650,100,1,0,0,4,6,1750,0,0
8,13,150326,126986,138101132,139795200,3,0,0,850,8,0,0,0,3,9,2550,1,0
8,72,66780,40860,138012535,113184000,0,0,0,850,8,0,0,0,3,6,2350,0,0
8,15,179213,136607,137758355,136944000,1,0,0,850,8,0,0,0,3,9,2400,0,0
8,34,180395,75686,137753548,137703475,2,0,1,1450,250,0,0,0,5,9,3987,0,0
8,45,45527,36047,137577211,134437902,5,2,0,1100,50,0,0,0,3,9,2800,1,0
8,71,83679,47375,137488181,134611200,2,1,0,1100,12,0,0,0,3,9,3000,1,0
8,15,230160,109491,207741226,209408973,1,0,0,1000,100,0,0,0,4,9,3100,1,0
8,38,161828,72676,136543070,120494574,5,2,0,900,50,0,1,0,4,9,2923,1,0
8,13,32520,30780,135947086,137787525,1,0,0,900,50,0,0,0,3,9,2250,0,0
8,73,96317,52037,135772450,137116800,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,19,177652,134926,206621871,208569600,0,0,0,800,100,1,0,0,3,9,2750,1,0
8,11,95426,72326,132391344,123811200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,36,180695,75746,133786038,134191226,2,0,0,900,50,0,0,0,4,9,2450,0,0
8,72,198275,76586,207310725,202687736,1,0,0,1000,100,0,0,0,3,9,3400,0,0
8,15,73988,62352,132742262,130382889,3,0,1,900,50,0,0,0,1,3,1500,1,0
8,45,166388,73456,132224925,134243624,0,0,0,900,50,1,0,0,3,9,2350,0,0
8,81,141366,77639,127477591,129081600,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,12,150085,126985,131708760,110764800,0,0,0,850,8,0,0,0,2,6,1550,0,0
8,81,141366,77639,131012768,126316800,0,0,0,1100,12,0,0,0,3,9,2900,0,0
8,75,84511,46476,129640948,126230400,0,0,0,850,8,0,0,0,3,9,2550,0,0
8,39,43667,35987,129201019,57621968,7,0,0,900,50,0,0,0,3,6,4879,3,0
8,38,161828,72676,128430891,128570846,4,0,0,900,50,0,0,0,3,9,2600,2,0
8,17,90195,65175,128515801,121392000,2,0,0,500,50,0,0,0,4,9,1500,0,0
8,44,166508,73516,119436742,120761950,11,2,0,900,50,0,0,0,4,9,2500,4,0
8,38,43307,35927,127728531,93369698,4,2,1,1300,200,0,0,0,5,9,3267,1,0
8,20,143549,65154,207050611,203126400,0,0,0,650,100,0,0,0,3,9,2100,0,0
8,32,52318,34020,126005110,126489600,1,0,0,650,100,0,0,0,3,9,2350,0,0
8,22,248880,112167,126270446,120953372,3,0,0,900,50,0,0,0,2,6,2600,1,0
8,71,139284,75540,126266447,123638400,0,0,0,850,8,0,0,0,3,9,2000,0,0
8,36,161648,73516,126522634,121148722,1,0,0,1150,100,0,0,0,5,9,5150,0,0
8,41,43547,35927,204027010,200534400,2,0,0,900,50,0,0,0,2,3,1750,0,0
8,11,95426,72326,125403956,123638400,0,0,0,850,8,0,0,0,4,6,3100,0,0
8,0,0,0,125478773,60393600,0,0,0,650,100,0,0,0,4,9,1850,0,0
8,33,180395,75686,125303502,97372800,3,0,0,900,50,0,0,0,3,9,5600,0,0
8,12,150085,126985,125313055,126576000,2,2,0,850,8,0,0,0,2,3,1450,0,0
8,19,50035,46315,124705319,121392000,3,0,0,850,8,0,0,0,3,6,1650,0,0
8,64,271799,112286,124721124,127004716,8,5,1,900,50,0,0,0,4,9,2500,0,0
8,12,150085,126985,124267710,79056000,0,0,0,850,8,0,0,0,0,0,0,0,0
8,14,179151,136608,205830355,192931321,2,1,0,900,50,0,0,0,2,3,1800,0,0
8,35,167764,80729,124107781,94953600,1,0,0,850,8,0,0,0,0,0,0,0,0
8,37,139145,75451,124277652,78710400,7,4,1,850,8,0,0,0,3,9,2550,1,0
8,17,30000,27300,124110745,126403200,1,0,0,650,40,0,0,0,3,9,1650,1,0
8,14,32400,30780,123763952,108172800,0,0,0,850,8,0,0,0,2,6,1550,0,0
8,16,170468,126682,123661031,123811200,5,3,0,850,8,0,0,0,2,6,1500,0,0
8,79,66960,41100,207222338,184032000,0,0,0,850,8,0,0,0,3,9,2550,0,0
8,71,139284,75540,122462984,123552000,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,38,161828,72676,121934748,123058247,14,5,1,1000,100,0,0,0,3,9,3500,3,0
8,69,66900,40740,121855254,120873600,0,0,0,850,8,0,0,0,2,6,1500,0,0
8,39,182255,75746,121769794,123295789,2,0,0,900,50,0,0,0,3,9,2450,0,0
8,22,88945,44281,115978909,66268800,0,0,0,850,8,0,0,0,0,0,0,0,0
8,39,162008,72676,115730858,108436622,7,0,0,1000,100,0,0,0,4,6,3256,1,0
8,81,141366,77639,121167419,120873600,8,4,0,850,8,0,0,0,3,6,2350,2,0
8,81,141366,77639,121086568,92188800,0,0,0,850,8,0,0,0,3,9,2450,0,0
8,15,179213,136607,120213404,94867200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,71,139344,75540,121082426,120873600,1,0,0,850,8,0,0,0,3,9,2250,1,0
8,16,170468,126682,120999123,99792000,0,0,0,850,8,0,0,0,0,0,0,0,0
8,19,50276,46316,120643609,86659200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,56,59464,31800,117372011,76377600,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,72,138925,75061,120137252,121132800,0,0,0,850,8,0,0,0,3,9,2500,0,0
8,22,145158,95644,206797743,206323200,3,0,0,650,40,1,0,0,3,9,1750,1,0
8,15,179213,136607,119267873,113097600,0,0,0,1100,12,0,0,0,2,3,2150,0,0
8,32,52318,34020,118919275,120787200,0,0,0,650,100,0,0,0,3,9,2100,0,0
8,21,143490,65213,118664382,121046400,0,0,0,500,20,0,0,0,3,9,1200,0,0
8,32,141930,74743,118748694,100220893,0,0,0,650,100,0,0,0,2,6,1400,0,0
8,69,66900,40740,118408740,115948800,0,0,0,850,8,0,0,0,7,9,2222,0,0
8,71,83679,47375,205674613,197942400,0,0,0,850,8,0,0,0,0,0,0,0,0
8,34,239825,110851,118390772,116908325,1,0,0,900,50,0,0,0,4,9,2450,0,0
8,19,50276,46316,118051012,73785600,0,0,0,850,8,0,0,0,2,6,1700,0,0
8,31,50842,34020,117796920,115948844,0,0,0,650,100,0,0,0,3,9,1700,0,0
8,71,139284,75540,117447150,118627200,0,0,0,850,8,0,0,0,3,9,2300,0,0
8,20,14640,7860,111923317,92275200,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,17,30000,27300,116507690,118281600,0,0,0,800,50,1,0,0,2,6,1800,0,0
8,33,68393,48593,116416316,118627200,1,0,0,650,100,0,0,0,3,9,1650,1,0
8,19,76148,62592,115816573,116959656,3,0,1,900,50,0,0,0,3,9,2500,1,0
8,20,143549,65154,115639630,105321600,0,0,0,650,100,0,0,0,2,6,2000,0,0
8,36,116768,75313,115639040,113291267,0,0,0,500,50,1,0,0,3,9,1900,0,0
8,81,141366,77639,114170160,115776000,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,72,66780,40860,114506183,115948800,0,0,0,850,8,0,0,0,3,9,2260,0,0
8,16,170468,126682,114512442,116294400,3,3,0,850,8,0,0,0,3,9,2250,0,0
8,39,43547,36047,114077560,108000023,1,0,0,900,50,0,0,0,2,6,2550,0,0
8,19,50035,46315,113823777,110678400,0,0,0,1100,12,0,0,0,4,9,3100,0,0
8,72,138925,75061,103722030,89683200,0,0,0,1100,12,0,0,0,2,6,2200,0,1
8,23,88926,44279,99227616,34387200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,29,38807,36047,108385022,107986321,1,0,0,900,50,0,0,0,2,6,3400,0,0
8,17,13260,9420,98792791,87010734,3,1,1,1000,100,0,0,0,1,3,3000,0,0
8,71,83679,47375,206533940,151286400,3,2,0,850,8,0,0,0,1,3,900,0,0
8,34,67494,44996,106138160,95903413,7,0,0,1000,100,0,0,0,2,3,1700,2,0
8,15,179213,136607,108381021,108172800,2,2,0,850,8,0,0,0,3,9,2450,0,0
8,26,173485,87604,103031854,97545600,5,0,0,650,40,0,0,0,4,9,2200,2,0
8,24,215953,108675,205500083,188520442,0,0,0,800,100,1,1,0,1,3,2200,0,0
8,24,175715,75746,104235955,103204648,1,0,0,900,50,0,0,0,4,9,2500,0,0
8,11,13500,10500,107178511,108000000,0,0,0,650,40,0,0,0,3,9,1650,0,0
8,29,120525,75963,110712852,110764800,0,0,0,650,40,0,0,0,1,3,2000,0,0
8,37,132829,88609,110111055,110102535,1,1,0,650,100,0,0,0,4,9,3450,0,0
8,64,66000,40740,104132350,105494400,5,0,0,1100,12,0,0,0,1,3,4700,1,0
8,67,66180,40740,108453570,92102400,1,1,0,850,8,0,0,0,1,3,800,0,0
8,72,138925,75061,105617789,76377600,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,25,41760,32520,98362154,100310400,1,1,0,650,40,0,0,0,3,9,1650,0,0
8,69,66900,40740,105535978,105321600,0,0,0,850,8,1,0,0,2,6,1650,0,0
8,23,168095,68666,107425832,85600326,6,0,0,900,50,0,0,0,6,9,2735,1,0
8,24,110168,73877,104931940,104236099,1,0,0,900,50,0,0,0,3,9,1786,1,0
8,37,254720,112127,204975440,205419271,1,0,0,900,50,0,0,0,5,9,2837,0,0
8,28,151839,77196,106044872,105580800,0,0,0,650,40,0,0,0,3,9,1750,0,0
8,13,124491,81948,102841853,68342400,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,12,165155,67886,4519174,5270400,0,0,0,1000,100,0,0,0,3,6,3000,1,0
8,15,31320,29520,105364420,105249427,0,0,0,1000,100,1,1,0,3,9,3300,0,0
8,14,179153,136607,105015125,100483200,0,0,0,850,8,0,0,0,3,9,2550,0,0
8,19,50337,46317,205225559,160201090,0,0,0,850,8,0,0,0,0,0,0,0,0
8,34,159090,99821,104493995,105408000,0,0,0,800,100,0,0,0,4,6,3200,0,0
8,30,48120,33900,104402791,71261081,0,0,0,650,100,0,0,0,3,9,1650,0,0
8,72,138925,75061,103620001,87004800,4,0,1,850,8,0,0,0,3,9,2150,2,0
8,14,179151,136608,103104979,100137600,0,0,0,850,8,0,0,0,3,9,2550,0,0
8,33,155168,73456,206086699,205710085,5,0,0,900,50,0,0,0,0,0,0,1,0
8,10,9720,7860,97141103,50063608,0,0,0,850,8,1,0,0,0,0,0,0,0
8,25,41760,32520,98788402,76377600,0,0,0,650,100,0,0,0,3,9,1950,0,0
8,34,159090,99821,101217952,102816000,1,0,0,650,40,0,0,0,3,6,1600,0,0
8,28,151839,77196,100852173,92361600,0,0,0,850,8,1,0,0,0,0,0,0,0
8,71,139284,75540,100758568,52790400,0,0,0,1100,12,0,0,0,2,6,2200,0,0
8,12,150085,126985,100692229,97545600,0,0,0,850,8,0,0,0,3,9,2100,0,0
8,39,152311,90031,100094156,92361600,2,2,0,850,8,0,0,0,0,0,0,0,0
8,14,179153,136607,99487547,100137600,1,0,0,1100,12,0,0,0,3,6,4400,0,0
8,60,317567,118673,205326548,202540925,3,1,0,900,50,0,0,0,4,9,2831,0,0
8,22,50131,42152,99305719,98235702,0,0,0,600,25,0,0,0,3,9,1600,0,0
8,30,48120,33900,97664292,92534400,0,0,0,650,40,0,0,0,3,9,1650,0,0
8,14,179153,136607,97487716,97459200,0,0,0,1100,12,0,0,0,2,6,3000,0,0
8,10,101739,34951,96293400,21427200,0,0,0,500,20,0,0,0,1,3,500,0,0
8,17,90195,65175,95429226,97284337,0,0,0,650,100,0,0,0,3,9,1650,0,0
8,20,143549,65154,205997367,200793600,0,0,0,800,100,0,0,0,3,9,2100,0,0
8,25,41760,32520,92833844,92102400,1,0,0,650,100,0,0,0,3,6,2000,1,0
8,25,175535,74906,92831650,77197783,52,29,5,900,50,1,0,0,2,3,3550,3,0
8,31,50842,34020,92812284,95203817,5,0,0,650,40,0,0,0,3,9,1950,2,0
8,73,96317,52037,205308245,182476800,0,0,0,850,8,0,0,0,2,3,1750,0,0
8,8,142175,44966,92641204,92102400,5,0,0,900,50,0,0,0,5,9,4400,0,0
8,31,154242,96052,92053067,86745600,1,1,0,650,40,0,0,0,2,6,1100,0,0
8,16,26700,24000,86354962,73615456,0,0,0,500,50,0,0,0,0,0,0,0,0
8,24,215953,108675,88155596,89596800,2,1,0,500,50,0,0,0,3,9,1300,0,0
8,29,54840,34200,87826045,89596800,0,0,0,500,20,0,0,0,3,9,1200,0,0
8,13,150085,126865,86271182,86680705,10,4,0,850,8,1,1,0,4,9,2410,3,0
8,20,94674,65275,85752336,87004800,0,0,0,650,40,0,0,0,3,9,1650,0,0
8,26,173485,87604,85564901,87004800,0,0,0,500,20,1,0,0,4,9,1537,0,0
8,19,34920,30960,205737636,176947200,0,0,0,850,8,1,0,0,3,9,2700,0,0
8,21,141154,97544,82551196,73872000,0,0,0,850,8,0,0,0,0,0,0,0,0
8,71,139284,75540,85136615,76377600,0,0,0,1100,12,1,0,0,0,0,0,0,0
8,39,43667,35987,15679493,16114181,10,0,0,1150,100,0,0,0,5,3,3350,1,0
8,13,32520,30780,206195729,198028800,0,0,0,850,8,1,0,0,0,0,0,0,0
8,75,84511,46476,83670969,84326400,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,38,161828,72676,83662333,83526412,6,1,0,900,50,0,0,0,3,9,2400,1,0
8,21,141154,97544,205935181,200707200,0,0,0,850,8,0,0,0,3,9,2450,0,0
8,38,43607,36047,82720859,84245461,3,0,1,900,50,0,0,0,3,9,2800,1,0
8,34,160868,73516,82554324,83552040,4,1,0,900,50,0,0,0,3,9,2150,1,0
8,18,151122,125302,206166097,175651200,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,50,241154,109935,82025888,81874429,1,0,0,1300,200,0,0,0,2,6,2500,0,0
8,74,66960,40860,82031366,83832604,3,1,0,1100,50,0,0,0,3,9,2850,1,0
8,18,151125,125305,206165774,196214400,9,9,0,850,8,0,0,0,3,9,2350,0,0
8,19,50276,46316,82105475,81561600,0,0,0,850,8,0,0,0,2,6,1700,0,0
8,20,143549,65154,81765028,26179200,0,0,0,500,50,0,0,0,2,6,1000,0,0
8,25,41760,32520,80287196,80346803,0,0,0,650,100,0,0,0,2,6,1100,0,0
8,19,50276,46316,80307703,78969600,0,0,0,1100,12,0,0,0,3,9,3000,0,0
8,21,143490,65213,78878510,78796800,0,0,0,600,25,0,0,0,3,9,1800,0,0
8,70,82322,46442,77525404,76291200,0,0,0,1100,12,0,0,0,3,9,3000,0,0
8,23,168095,68666,77198506,76440185,3,0,0,900,50,0,0,0,5,9,3300,1,0
8,13,150326,126986,76247315,76550400,2,0,0,850,8,0,0,0,3,6,2400,1,0
8,14,179151,136608,75982265,68515200,0,0,0,1100,12,0,0,0,2,6,2200,0,0
8,70,82322,46442,75815306,65923200,1,0,1,850,8,0,0,0,0,0,0,0,0
8,19,50337,46317,75811414,76636800,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,36,161768,73456,205753208,206388645,2,0,0,1150,100,1,0,0,4,9,4300,0,0
8,25,41760,32520,75557222,71193600,0,0,0,650,100,0,0,0,3,9,1950,0,0
8,36,254880,112167,75296205,75325245,0,0,0,1150,100,1,1,0,5,9,6550,1,0
8,22,145158,95644,169213282,169257600,3,0,0,650,100,0,0,0,3,9,1650,1,0
8,19,50337,46317,74251918,71366400,0,0,0,850,8,0,0,0,1,3,750,0,0
8,20,167675,68726,6671775,7948800,6,0,0,900,50,0,0,0,2,6,5350,0,0
8,20,181598,136608,73300389,63248150,1,0,0,1100,100,0,0,0,3,9,3200,0,0
8,17,90195,65175,72448971,73958400,0,0,0,500,20,0,0,0,3,9,1200,0,0
8,72,138925,75061,72445895,71107200,9,7,0,850,8,0,0,0,3,9,2300,0,0
8,16,166201,113579,71487347,60127036,0,0,0,900,50,0,0,0,2,6,1700,0,0
8,19,50035,46315,70524517,60739200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,26,37787,36047,71134314,71925408,5,0,0,1100,50,0,0,0,4,9,2816,2,0
8,39,162008,72676,71483438,73500451,0,0,0,1300,200,0,0,0,5,9,2960,1,0
8,25,176735,75746,205571595,206198908,0,0,0,1450,250,0,0,0,4,6,5494,0,0
8,25,41760,32520,69837436,63417600,0,0,0,500,50,0,0,0,3,9,1200,0,0
8,23,168095,68666,69410152,71696968,4,1,2,900,50,0,0,0,4,9,2517,0,0
8,66,130266,67979,66479735,18489600,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,31,50842,34020,69153796,66009600,0,0,0,650,100,1,0,0,3,9,2750,0,0
8,25,175535,74906,68725911,66849908,9,5,0,900,50,0,0,0,3,9,1850,1,0
8,28,160487,95652,68731915,67653754,0,0,0,650,40,1,0,0,3,9,2250,0,0
8,56,99872,62532,67859689,67797543,3,0,0,900,50,0,0,0,3,9,2400,1,0
8,25,41760,32520,67941024,66009600,0,0,0,500,50,0,0,0,3,9,1500,0,0
8,30,38987,35987,205485782,202782137,1,0,0,900,50,0,0,0,3,6,2430,0,0
8,71,139284,75540,66996877,68601600,0,0,0,850,8,0,0,0,3,9,2200,0,0
8,0,0,0,66994437,68601600,0,0,0,500,50,0,0,0,3,9,1200,0,0
8,17,90195,65175,66389083,67522255,0,0,0,1100,300,1,0,0,4,9,2469,0,0
8,30,48120,33900,65533328,53583352,0,0,0,1100,300,0,0,0,4,9,3245,0,0
8,30,244535,113580,63972441,60895026,2,0,0,900,50,0,0,0,3,9,2550,0,0
8,69,66900,40740,63790187,65923200,0,0,0,850,8,0,0,0,3,9,2250,0,0
8,77,256686,108660,63713091,60739200,0,0,0,1100,12,0,0,0,3,9,3000,0,0
8,75,137807,78507,62925272,39571246,0,0,0,650,100,0,0,0,3,9,1800,0,0
8,26,53250,45033,205413471,198201600,0,0,0,650,100,0,0,0,3,9,1750,0,0
8,36,161768,73456,60609048,61337287,7,3,2,900,50,0,0,0,3,6,1601,1,0
8,29,31427,29027,61390548,62476706,0,0,0,900,50,0,0,0,5,9,4453,0,0
8,20,143549,65154,60855707,63331200,0,0,0,800,50,0,0,0,3,9,2100,0,0
8,17,30000,27300,58782517,58147200,0,0,0,800,100,0,0,0,2,6,1400,0,0
8,22,145158,95644,205153033,203359169,1,1,0,1100,300,0,0,0,4,9,3000,0,0
8,26,192275,87211,58084424,57023630,7,3,1,900,50,1,0,0,3,6,2150,0,0
8,21,143490,65213,57837567,44928000,0,0,0,800,100,0,0,0,2,6,1400,0,0
8,16,170468,126682,57828006,55468800,0,0,0,850,8,1,0,0,2,6,2546,0,0
8,24,215953,108675,57754267,57974400,3,0,0,650,40,0,0,0,3,6,1200,2,0
8,14,179151,136608,57574671,58060893,0,0,0,1100,12,0,0,0,3,9,3200,0,0
8,21,93301,68461,57568150,58060800,0,0,0,650,40,0,0,0,2,6,2200,0,0
8,14,165935,67886,205063223,177206400,1,0,0,900,50,0,0,0,3,3,2500,0,0
8,77,256686,108660,57316053,56820458,1,1,0,850,8,0,0,0,2,6,1500,0,0
8,25,41760,32520,57217956,47433600,0,0,0,650,40,0,0,0,0,0,0,0,0
8,69,66900,40740,57235017,37065600,2,0,0,850,8,0,0,0,2,6,1700,0,0
8,14,165935,67886,56707283,29030400,0,0,0,900,50,0,0,0,0,0,0,0,1
8,19,34920,30960,205068736,198187455,2,1,0,1100,12,0,0,0,3,9,3000,0,0
8,81,141366,77639,57148707,57888000,1,0,0,850,8,1,0,0,2,6,1600,1,0
8,38,161828,72676,56111589,36321635,0,0,0,900,50,0,0,0,2,6,5100,0,0
8,26,53250,45033,56385772,52617600,2,0,0,800,100,1,0,0,1,3,850,0,0
8,70,82322,46442,56112812,57974400,1,1,0,850,8,0,0,0,2,6,1750,0,0
8,61,81002,46442,55759731,57801600,1,0,0,850,8,0,0,0,4,9,2320,1,0
8,18,109854,34953,205051472,177206400,5,1,0,900,50,0,0,0,1,3,900,0,0
8,69,66900,40740,54535848,44841600,0,0,0,1100,12,0,0,0,0,0,0,0,0
8,27,49020,38700,53580118,50447232,2,0,0,1100,300,0,0,0,2,6,1500,1,0
8,14,179151,136608,52465861,52617600,0,0,0,850,8,1,0,0,2,6,1650,0,0
8,0,0,0,51784212,34214400,0,0,0,650,100,0,0,0,3,9,1600,0,0
8,24,215953,108675,51504213,52379210,0,0,0,1000,200,0,1,0,3,9,2900,0,0
8,0,0,0,2678399,2678400,0,0,0,100,1,0,0,0,1,3,7500,0,0
8,13,32580,30780,39527172,41990400,0,0,0,1100,12,0,0,0,3,9,3000,0,0
8,70,82322,46442,51014049,44755200,0,0,0,850,8,0,0,0,0,0,0,0,0
8,41,155528,67216,40395251,39553760,1,0,0,900,50,0,0,0,3,9,2600,0,0
8,21,33180,29760,50567002,52790448,0,0,0,1100,300,0,1,0,2,6,4000,0,0
8,28,285724,110120,49464106,47433600,9,1,1,1000,100,0,0,0,2,6,1600,3,0
8,71,139284,75540,46683251,47433600,1,0,0,850,8,0,0,0,3,9,2300,0,0
8,69,66900,40740,46673304,36806400,0,0,0,850,8,1,0,0,0,0,0,0,0
8,31,38807,35207,48591043,34910389,5,2,0,900,50,0,0,0,3,9,1825,1,0
8,40,124375,75840,46873116,48567533,0,0,0,1100,100,0,0,0,3,9,3100,0,0
8,37,139145,75451,44599814,36979200,1,0,0,1100,12,0,0,0,0,0,0,0,0
8,38,43607,36047,45724375,47167687,11,5,0,900,50,0,0,0,3,9,2350,1,0
8,42,180248,72676,204116335,181503606,2,0,0,900,50,0,0,0,3,9,2700,1,0
8,20,143549,65154,48247695,50025600,1,1,0,650,40,0,0,0,3,9,1700,0,0
8,41,141065,75581,39518706,39571200,0,0,0,850,8,0,0,0,2,3,1500,0,0
8,15,179213,136607,48165383,48665267,0,0,0,850,8,0,0,0,3,9,2350,0,0
8,70,82322,46442,46942066,47433600,1,0,0,850,8,0,0,0,3,9,2550,0,0
8,72,79887,39000,204709180,146477956,0,0,0,850,8,0,0,0,4,9,2550,0,0
8,17,30000,27300,47648899,47692800,0,0,0,800,100,1,0,0,3,9,2102,0,0
8,75,137807,78507,46339908,47433600,0,0,0,650,40,0,0,0,3,9,1650,0,0
